Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-04-15 Tue 17:15:44, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397553341, 0, 1, 5, 1277.83, 24|11|18|41|2|, 2|11|2|11|18|24|24|11|11|2|2|11|2|2|18|18|2|2|18|11|2|18|41|18|24|11|11|11|18|24|18|2|2|18|24|2|11|24|2|24|2|41|11|2|41|41|18|18|24|2|
2014-04-15 Tue 17:21:49, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397553695, 11.222, 1, 9, 1302.98, 30|8|11|24|45|, 45|11|45|11|30|24|24|8|8|24|45|11|45|45|24|30|24|45|30|8|45|30|45|11|24|30|30|30|11|24|30|45|30|30|11|45|30|24|45|11|45|45|11|45|24|45|30|30|24|45|
2014-04-15 Tue 18:58:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559499, 0.056, 2, 2421, 1590.27, 16|37|10|31|49|, 49|37|10|16|31|37|37|37|37|16|10|37|10|31|31|49|16|49|10|37|49|49|10|16|37|49|37|16|49|37|49|31|49|49|16|49|16|37|31|16|31|10|37|31|16|10|49|49|16|49|
2014-04-15 Tue 18:58:54, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559528, 0.004, 1, 283, 1069.99, 11|33|21|10|45|, 10|11|10|21|21|11|45|11|11|10|10|11|10|45|33|33|10|10|21|11|10|21|45|21|11|33|21|21|21|10|21|10|33|33|11|21|21|10|10|11|45|45|11|10|10|45|21|33|10|10|
2014-04-15 Tue 18:59:05, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559539, 0.001, 1, 15, 935.214, 46|39|31|24|16|, 31|39|16|39|46|24|24|39|39|16|16|39|16|31|31|46|16|31|46|39|31|46|16|39|24|46|39|46|46|16|46|31|46|46|24|31|39|16|31|39|31|16|24|31|16|31|46|46|16|31|
2014-04-15 Tue 18:59:10, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559550, 0, 0, 0, 996.068, 32|0|29|26|5|, 0|5|29|26|26|5|29|5|5|29|29|5|29|0|32|32|29|0|26|5|0|32|29|26|5|32|26|26|26|29|26|0|32|32|5|0|26|29|0|5|0|29|5|0|29|29|26|32|26|0|
2014-04-15 Tue 18:59:12, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559551, 0, 0, 0, 940.633, 36|48|43|22|19|, 43|19|22|36|36|36|22|19|19|48|22|19|22|43|43|43|48|43|36|19|43|36|22|36|48|36|36|36|48|48|36|43|43|43|19|43|36|48|43|19|43|22|19|43|22|22|36|36|48|43|
2014-04-15 Tue 18:59:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559577, 0.002, 1, 73, 1211.08, 21|45|9|26|4|, 45|26|45|26|4|26|9|26|26|9|45|26|9|45|4|21|9|21|4|26|21|21|45|4|9|21|26|4|4|9|4|45|21|21|26|21|26|9|4|4|45|45|26|45|9|45|21|21|9|21|
2014-04-15 Tue 19:00:23, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559617, 0.005, 1, 272, 1667.76, 1|47|30|36|3|, 47|1|3|3|30|1|36|1|1|3|3|1|3|47|3|47|3|47|30|1|47|30|3|36|1|47|3|30|3|36|30|47|47|47|1|47|36|36|47|1|47|36|1|47|3|3|30|47|3|47|
2014-04-15 Tue 19:00:30, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559624, 0.001, 1, 22, 1398.06, 24|0|7|40|19|, 0|19|40|19|19|24|24|7|7|24|40|7|40|40|40|0|24|0|19|19|0|19|40|19|24|0|24|19|0|24|19|40|0|0|7|0|19|24|0|7|40|40|24|0|24|40|19|0|24|0|
2014-04-15 Tue 19:00:37, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559631, 0.031, 1, 1341, 1616.63, 47|35|43|32|2|, 43|32|2|32|47|2|2|47|47|2|2|32|2|43|35|32|2|35|47|47|43|47|2|32|2|47|32|47|32|43|47|43|32|47|35|35|32|2|35|32|43|2|43|43|2|2|47|47|2|35|
2014-04-15 Tue 19:04:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559859, 0.001, 1, 90, 1089.27, 41|39|34|4|12|, 12|39|41|39|4|39|41|34|34|12|41|34|12|41|4|4|12|12|39|34|12|4|41|39|34|4|39|39|4|12|4|12|4|4|34|12|39|12|12|39|41|41|34|12|12|41|4|4|12|12|
2014-04-15 Tue 19:04:49, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559884, 0.004, 1, 143, 1211.56, 23|38|36|13|32|, 13|36|13|36|23|36|36|36|36|38|13|36|38|13|38|32|38|38|23|23|38|23|13|23|36|32|36|23|32|36|23|13|32|32|23|38|36|38|38|23|13|13|36|38|38|13|23|32|38|38|
2014-04-15 Tue 19:04:57, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559891, 0.001, 1, 57, 1288.72, 46|40|31|16|48|, 31|48|16|48|46|48|16|46|46|16|16|48|16|40|31|46|16|31|46|48|31|46|16|46|48|46|48|46|31|16|46|31|31|46|16|31|48|16|31|48|40|31|48|31|16|16|46|46|48|31|
2014-04-15 Tue 19:05:00, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559900, 0, 0, 0, 1105.21, 25|22|19|10|26|, 10|19|10|26|26|26|22|19|19|10|10|19|10|10|26|25|10|10|26|19|10|25|22|26|26|25|26|26|26|22|26|10|25|25|19|25|19|22|10|19|10|22|19|10|22|22|25|25|10|10|
2014-04-15 Tue 19:05:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559904, 0, 1, 7, 1269.83, 38|48|21|9|16|, 38|48|16|21|21|48|9|21|21|9|16|48|16|38|38|21|16|38|21|48|38|21|16|21|9|21|48|21|38|9|21|38|38|38|48|38|48|9|38|48|16|16|48|38|9|16|21|21|48|38|
2014-04-15 Tue 19:05:46, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559940, 0, 1, 8, 1167.95, 6|24|40|21|25|, 40|24|40|21|21|24|6|24|24|6|40|24|6|40|40|25|6|40|21|24|40|21|6|21|24|25|21|21|21|6|21|40|25|25|24|40|21|6|21|24|40|6|24|40|6|40|21|25|6|40|
2014-04-15 Tue 19:05:55, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397559949, 0, 1, 22, 1072.24, 35|6|27|15|2|, 35|27|2|27|15|27|6|27|27|6|2|6|2|2|35|15|6|35|15|27|35|27|2|27|6|15|27|27|15|6|27|35|15|15|6|35|27|6|35|27|2|2|6|35|6|2|27|15|2|35|
2014-04-15 Tue 19:09:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397560165, 0, 0, 0, 950.895, 41|34|14|46|26|, 14|34|41|26|46|26|41|34|34|41|41|34|41|41|14|14|41|14|46|34|14|46|41|26|34|46|26|46|14|26|46|14|14|46|34|14|26|41|14|34|41|41|34|14|41|41|46|46|26|14|
2014-04-16 Wed 09:04:03, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397610237, 0, 1, 7, 1390.85, 15|6|44|14|48|, 14|48|44|48|15|48|6|48|48|44|44|48|44|14|14|15|44|14|15|48|14|15|44|14|6|15|48|15|14|44|15|14|15|15|6|14|48|44|14|48|14|44|6|14|44|44|15|15|48|14|
2014-04-16 Wed 09:04:11, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397610245, 0.018, 1, 930, 1554.61, 41|40|35|12|29|, 35|29|41|12|35|29|41|29|29|29|12|12|12|40|40|35|12|40|40|29|40|35|41|12|29|35|29|29|35|29|35|40|35|35|29|35|12|29|35|12|40|41|29|35|12|41|35|35|12|35|
2014-04-16 Wed 09:04:22, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397610255, 0.001, 1, 11, 1155.28, 24|20|37|19|2|, 20|24|2|24|37|24|37|19|19|37|2|19|2|2|2|20|37|20|24|19|20|20|2|19|24|20|37|19|37|37|19|20|20|20|19|20|19|37|20|19|20|2|24|20|37|2|19|20|37|20|
2014-04-16 Wed 09:23:52, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 5.502, 196, 336311, 853.096, 46|8|28|43|9|, 43|8|9|28|28|9|9|8|8|9|9|8|9|43|28|28|9|43|46|8|43|46|9|46|9|46|28|46|28|9|46|43|28|46|8|43|28|9|43|8|43|43|8|43|9|9|46|46|9|43|
2014-04-16 Wed 09:23:57, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 0.903, 33, 56168, 880.586, 18|22|35|34|36|, 35|34|22|36|18|36|22|34|34|22|22|34|22|35|35|35|22|35|18|34|35|18|22|36|34|18|36|18|18|22|18|35|35|18|34|35|36|22|35|36|35|22|34|35|22|22|18|18|36|35|
2014-04-16 Wed 09:24:03, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 3.179, 111, 196347, 889.664, 7|1|29|4|17|, 17|1|29|1|4|1|29|7|7|29|17|1|29|17|17|17|29|17|4|7|17|4|29|4|29|4|4|4|4|29|4|17|17|4|7|17|1|29|17|1|17|29|1|17|29|17|4|4|29|17|
2014-04-16 Wed 09:24:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 0.747, 27, 47713, 830.791, 23|44|0|39|33|, 0|39|44|23|23|39|44|39|39|44|44|39|44|0|0|33|44|0|23|39|0|23|44|23|39|33|23|23|23|44|23|0|33|33|39|0|23|44|0|39|0|44|39|0|44|44|23|33|23|0|
2014-04-16 Wed 09:24:15, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 5.164, 173, 297251, 888.765, 41|20|33|34|21|, 20|34|41|21|21|34|41|34|34|41|41|34|41|20|20|33|41|20|21|34|20|21|41|21|34|33|21|21|21|41|21|20|21|33|34|20|21|41|20|34|20|41|34|20|41|41|21|33|20|20|
2014-04-16 Wed 09:24:20, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 2.643, 96, 164184, 914.538, 37|17|9|19|23|, 17|19|9|23|23|37|37|19|19|9|9|19|9|17|17|17|9|17|23|19|17|23|9|23|37|23|23|23|9|37|23|17|17|17|19|17|23|37|17|19|17|9|19|17|9|9|23|23|9|17|
2014-04-16 Wed 09:24:26, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 1.942, 67, 112400, 837.809, 1|6|21|20|10|, 20|1|10|21|21|1|6|1|1|6|10|1|10|20|20|20|10|20|21|1|20|21|10|21|6|21|21|21|21|6|21|20|20|20|1|20|1|6|20|1|20|10|1|20|6|10|21|21|10|20|
2014-04-16 Wed 09:24:32, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 4.391, 159, 273509, 939.445, 14|7|33|22|23|, 14|7|22|23|23|23|22|7|7|22|22|7|22|14|14|14|22|14|23|7|14|23|22|23|7|33|23|23|14|22|23|14|14|33|7|14|23|22|14|7|14|22|7|14|22|22|23|33|23|14|
2014-04-16 Wed 09:24:37, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 2.755, 101, 173758, 938.151, 46|45|43|1|26|, 43|1|45|26|46|1|45|1|1|45|45|1|45|43|43|43|45|43|46|1|43|46|45|26|1|46|26|46|26|26|46|43|43|46|1|43|26|26|43|1|43|45|1|43|45|45|46|46|26|43|
2014-04-16 Wed 09:24:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611426, 3.255, 113, 195779, 791.355, 8|16|21|27|43|, 43|8|16|27|21|16|16|8|8|16|16|8|16|43|43|21|16|43|21|8|43|21|16|27|16|21|27|27|21|16|27|43|21|21|8|43|27|16|43|8|43|43|8|43|16|16|21|21|16|43|
2014-04-16 Wed 09:26:29, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 5.655, 186, 326809, 880.764, 18|28|17|44|42|, 17|42|44|18|18|42|44|42|42|44|44|42|44|17|17|17|44|17|18|42|17|18|44|18|42|18|18|18|28|44|18|17|17|28|42|17|18|44|17|42|17|44|42|17|44|44|18|28|28|17|
2014-04-16 Wed 09:26:35, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 1.62, 63, 109979, 775.809, 41|16|35|18|1|, 35|1|41|18|18|1|16|1|1|16|41|1|16|35|35|35|16|35|18|1|35|18|41|18|16|18|18|18|18|16|18|35|35|35|1|35|1|16|35|1|35|41|1|35|16|41|18|18|16|35|
2014-04-16 Wed 09:26:40, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 1.415, 51, 84628, 856.495, 0|35|1|46|9|, 0|1|9|46|46|1|9|1|1|9|9|1|9|0|35|35|9|35|46|1|35|46|9|46|9|46|46|46|35|9|46|0|35|46|1|35|1|9|35|1|0|0|1|0|9|9|46|46|9|0|
2014-04-16 Wed 09:26:46, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 3.246, 120, 208253, 802.511, 12|9|21|17|1|, 17|1|12|21|21|1|9|1|1|9|12|1|12|17|17|17|9|17|21|1|17|21|12|21|9|21|21|21|17|9|21|17|17|21|1|17|1|9|17|1|17|12|1|17|9|12|21|21|9|17|
2014-04-16 Wed 09:26:52, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 5.143, 178, 314362, 916.795, 18|20|6|25|7|, 20|7|20|18|18|7|6|7|7|6|20|7|20|20|20|25|6|20|18|7|20|18|6|18|6|25|18|18|18|6|18|20|25|25|7|20|18|6|20|7|20|6|7|20|6|6|18|25|6|20|
2014-04-16 Wed 09:26:58, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 4.921, 163, 281334, 910.023, 11|44|47|35|5|, 35|11|44|5|47|5|44|11|11|44|44|11|44|35|35|47|44|35|47|11|35|47|44|5|5|47|5|11|35|44|47|35|47|47|11|35|5|44|35|11|35|44|11|35|44|44|47|47|5|35|
2014-04-16 Wed 09:26:58, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 0, 0, 0, 806.032, 18|17|22|1|25|, 17|1|22|18|18|1|22|1|1|22|22|1|22|17|17|17|22|17|18|1|17|18|22|18|1|25|18|18|18|22|18|17|25|25|1|17|18|22|17|1|17|22|1|17|22|22|18|25|17|17|
2014-04-16 Wed 09:27:03, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 2.214, 75, 131206, 852.563, 30|11|49|36|12|, 49|11|12|36|30|11|12|11|11|12|12|11|12|49|49|49|12|49|30|11|49|30|12|36|11|30|36|30|36|12|30|49|49|30|11|49|36|12|49|11|49|12|11|49|12|12|30|30|36|49|
2014-04-16 Wed 09:27:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 0.612, 19, 31792, 934.652, 49|11|45|18|4|, 49|11|45|18|4|11|45|11|11|45|45|11|45|49|49|4|45|49|18|11|49|4|45|18|11|4|18|18|4|45|18|49|4|4|11|49|18|45|49|11|49|45|11|49|45|45|4|4|18|49|
2014-04-16 Wed 09:27:15, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397611583, 1.446, 52, 88516, 838.493, 46|32|9|8|0|, 0|8|9|46|46|9|9|8|8|9|9|8|9|0|32|32|9|0|46|8|0|46|9|46|9|32|46|46|32|9|46|0|32|32|8|0|46|9|0|8|0|0|8|0|9|9|46|32|9|0|
