Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-05-07 Wed 01:07:23, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399395956, 3.661, 68, 215446, 904, 18|26|9|5|2|, 9|9|2|5|18|5|5|2|9|9|5|9|18|26|2|2|2|2|18|18|9|26|18|18|5|2|26|9|5|26|26|2|5|5|18|18|2|2|9|18|2|26|9|26|18|18|5|9|9|2|
2014-05-07 Wed 01:08:51, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399396043, 60.382, 1098, 3562585, 844, 45|23|1|15|28|, 1|1|15|28|28|28|28|15|1|1|45|15|28|23|15|15|15|15|23|23|1|23|23|23|28|15|23|1|28|23|45|28|28|45|45|23|15|15|1|45|15|45|45|23|23|45|28|1|45|15|
2014-05-07 Wed 01:10:24, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399396131, 7.574, 138, 446198, 859, 39|15|13|5|9|, 9|9|15|5|39|5|5|15|9|9|5|15|39|13|5|15|15|15|39|39|9|13|39|39|5|15|13|9|5|13|13|5|5|5|39|39|15|15|15|39|15|13|9|13|39|9|39|9|9|15|
2014-05-07 Wed 01:11:53, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399396224, 38.445, 687, 2255316, 853, 32|15|22|42|27|, 27|27|15|32|32|42|32|15|27|27|42|15|32|22|15|15|15|15|22|22|27|32|22|22|32|15|22|27|32|22|42|42|32|42|22|22|15|15|27|22|15|42|42|22|32|42|32|27|42|15|
2014-05-07 Wed 01:13:27, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399396313, 2.182, 37, 119252, 990, 49|13|48|4|14|, 14|48|14|14|4|14|14|49|48|48|14|49|4|13|14|49|49|14|4|13|48|13|13|13|14|49|13|48|4|13|13|14|4|14|4|4|49|49|14|4|49|48|48|13|4|48|4|48|48|49|
2014-05-07 Wed 01:14:54, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399396407, 46.908, 851, 2738845, 854, 12|14|22|15|47|, 47|47|15|14|12|14|14|15|47|47|15|15|12|22|14|15|15|15|22|22|47|12|22|12|14|15|22|47|12|22|22|14|12|14|22|22|15|15|15|22|14|22|47|12|12|47|12|47|47|14|
2014-05-07 Wed 01:16:20, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399396494, 0.532, 10, 31566, 894, 19|45|31|12|27|, 27|27|31|12|12|12|12|31|27|27|31|27|12|19|31|31|31|31|19|19|27|19|19|19|12|31|19|27|12|19|45|31|12|45|45|19|31|31|27|45|31|45|45|19|19|45|12|27|45|31|
2014-05-07 Wed 01:17:47, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399396580, 7.749, 141, 452140, 844, 32|22|15|1|19|, 1|1|15|32|19|32|32|15|1|1|15|15|32|19|32|15|15|15|22|19|1|19|22|19|32|15|22|1|32|19|22|15|32|22|22|22|15|15|1|22|15|22|1|19|19|22|32|1|1|15|
2014-05-07 Wed 01:19:22, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399396667, 5.231, 89, 292868, 861, 39|5|9|16|13|, 9|9|16|5|39|5|5|16|9|9|5|16|39|13|16|16|16|16|39|39|9|13|39|39|5|16|13|9|5|13|13|5|5|5|39|39|16|16|9|39|16|13|9|13|39|39|5|9|9|16|
2014-05-07 Wed 01:20:52, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399396762, 71.602, 1289, 4199547, 853, 22|15|42|27|32|, 27|27|15|32|32|42|32|15|27|27|42|15|32|22|15|15|15|15|22|22|27|32|22|22|32|15|22|27|32|22|42|42|32|42|22|22|15|15|27|22|15|42|42|22|32|42|32|27|42|15|
2014-05-07 Wed 01:22:22, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399396852, 0.558, 11, 32664, 842, 3|18|26|15|1|, 1|1|15|3|18|3|3|15|1|1|15|15|18|26|3|15|15|15|18|18|1|26|18|18|3|15|26|1|18|26|26|15|3|15|18|18|15|15|1|18|3|26|1|26|18|26|3|1|1|15|
2014-05-07 Wed 01:23:55, ../Instances/pmedcap1(8).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399396942, 33.347, 583, 1931076, 848, 45|19|27|32|17|, 27|27|17|32|32|32|32|17|27|27|17|27|32|19|17|17|17|17|19|19|27|19|19|19|32|17|19|27|32|19|45|17|32|45|45|19|17|17|27|45|17|45|45|19|19|45|32|27|45|17|
2014-05-07 Wed 01:25:30, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399397035, 3.682, 64, 205912, 760, 26|39|25|4|12|, 12|25|4|25|4|39|4|4|25|4|39|12|12|12|26|26|39|25|4|26|25|26|39|12|39|25|26|12|12|12|12|39|26|26|26|4|39|25|4|39|25|4|39|25|25|12|26|26|12|12|
2014-05-07 Wed 01:27:03, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399397130, 8.832, 151, 498823, 721, 11|22|44|6|46|, 11|46|6|22|6|22|6|6|44|6|22|11|11|11|46|46|22|22|6|46|46|46|22|11|22|44|46|44|11|44|11|22|22|22|46|6|44|44|6|22|44|6|44|11|44|11|46|46|11|11|
2014-05-07 Wed 01:28:38, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399397223, 3.894, 68, 223395, 749, 46|23|16|27|6|, 23|46|6|46|6|16|6|6|27|6|16|23|23|23|46|46|16|23|6|46|46|46|16|23|16|23|46|27|27|27|27|16|16|16|46|27|6|23|27|16|27|6|16|23|23|23|46|46|27|27|
2014-05-07 Wed 01:30:12, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399397318, 25.015, 431, 1419721, 739, 6|29|43|15|22|, 29|43|6|22|6|22|6|6|29|6|22|29|43|43|15|15|22|43|6|15|43|15|22|43|22|43|15|29|29|29|29|22|15|22|15|29|22|43|6|22|29|6|22|43|29|43|15|15|29|29|
2014-05-07 Wed 01:31:42, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399397412, 58.904, 1036, 3473246, 769, 40|6|34|12|22|, 12|34|6|22|6|22|6|6|40|6|22|12|12|12|34|34|22|22|6|34|12|34|22|40|22|40|34|40|12|40|12|22|22|22|34|6|40|40|6|22|40|6|40|12|40|12|34|34|12|12|
2014-05-07 Wed 01:33:14, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399397502, 65.655, 1148, 3768031, 728, 27|13|15|6|24|, 13|13|6|13|6|24|6|6|27|6|24|13|13|13|15|15|24|15|6|15|13|15|24|13|24|13|15|27|27|27|27|24|15|15|15|27|24|13|27|24|27|6|24|13|27|13|15|15|27|27|
2014-05-07 Wed 01:34:49, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399397594, 29.937, 520, 1698607, 774, 29|25|9|26|39|, 29|25|9|25|9|39|9|9|29|9|39|25|29|25|26|26|39|25|9|26|25|26|39|25|39|25|26|29|29|29|29|39|26|26|26|29|39|25|9|39|29|9|39|25|25|29|26|26|29|29|
2014-05-07 Wed 01:36:22, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399397689, 91.281, 1569, 5151044, 722, 29|13|39|6|15|, 13|13|6|39|6|39|6|6|29|6|39|13|13|13|15|15|39|13|6|15|15|15|39|13|39|13|15|29|29|29|29|39|15|15|15|29|39|13|6|39|29|6|39|13|29|13|15|15|29|29|
2014-05-07 Wed 01:37:56, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399397782, 1.566, 26, 82680, 749, 27|46|16|23|6|, 23|46|6|46|6|16|6|6|27|6|16|23|23|23|46|46|16|23|6|46|46|46|16|23|16|23|46|27|27|27|27|16|16|16|46|27|6|23|27|16|27|6|16|23|23|23|46|46|27|27|
2014-05-07 Wed 01:39:28, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399397876, 84.687, 1481, 4856683, 722, 37|22|6|0|46|, 0|46|6|37|6|22|6|6|37|6|22|0|0|0|46|46|22|37|6|46|46|46|22|37|22|37|46|0|0|0|0|22|22|22|46|6|22|37|6|22|37|6|37|37|37|0|46|46|0|0|
2014-05-07 Wed 01:40:59, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399397968, 91.096, 1596, 5158140, 814, 3|15|48|18|4|, 48|15|4|3|4|18|4|4|4|18|3|48|48|48|15|15|3|3|18|15|3|15|3|48|3|3|15|4|48|48|48|3|15|3|15|4|18|3|4|3|48|4|18|3|18|48|15|15|48|48|
2014-05-07 Wed 01:42:33, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399398059, 47.882, 821, 2738304, 734, 6|8|10|21|45|, 45|21|6|10|6|10|6|6|8|6|10|45|45|45|21|21|10|10|6|21|21|21|10|45|10|45|21|8|45|8|45|10|10|10|21|8|8|45|6|10|8|6|8|45|8|45|21|21|45|8|
2014-05-07 Wed 01:44:07, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399398153, 11.58, 199, 657607, 727, 22|46|11|8|6|, 11|46|6|22|6|22|6|6|8|6|22|11|11|11|46|46|22|22|6|46|46|46|22|11|22|11|46|8|11|8|11|22|22|22|46|8|8|22|6|22|8|6|8|11|8|11|46|46|11|11|
2014-05-07 Wed 01:45:40, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399398247, 15.255, 256, 846543, 721, 44|46|11|22|6|, 11|46|6|22|6|22|6|6|44|6|22|11|11|11|46|46|22|44|6|46|46|46|22|11|22|44|46|44|11|44|11|22|22|22|46|6|44|44|6|22|44|6|44|11|44|11|46|46|11|11|
2014-05-07 Wed 01:47:14, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399398340, 18.712, 319, 1038086, 769, 16|13|27|46|41|, 13|46|41|16|27|16|41|41|27|41|16|13|13|13|46|46|16|16|41|46|13|46|16|13|16|13|46|27|27|27|27|16|16|16|46|27|41|13|27|16|27|41|41|13|27|13|46|46|13|27|
2014-05-07 Wed 01:48:48, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399398434, 91.934, 1565, 5161201, 737, 21|6|45|44|22|, 45|21|6|22|6|22|6|6|44|6|22|45|45|45|21|21|22|22|6|21|21|21|22|45|22|44|21|44|45|44|45|22|22|22|21|6|44|44|6|22|44|6|44|45|44|45|21|21|45|45|
2014-05-07 Wed 01:50:23, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399398528, 36.871, 621, 2016897, 728, 37|6|11|46|39|, 11|46|6|37|6|39|6|6|37|6|39|11|11|11|46|46|39|37|6|46|46|46|39|11|39|37|46|11|11|11|11|39|37|37|46|6|39|37|6|39|37|6|39|37|37|11|46|46|11|11|
2014-05-07 Wed 01:51:56, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399398623, 47.626, 842, 2757714, 721, 22|6|11|44|46|, 11|46|6|22|6|22|6|6|44|6|22|11|11|11|46|46|22|22|6|46|46|46|22|11|22|44|46|44|11|44|11|22|22|22|46|6|44|44|6|22|44|6|44|11|44|11|46|46|11|11|
2014-05-07 Wed 01:53:26, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=22), 1600, 2000, 1399398716, 0.489, 11, 32127, 735, 45|6|22|15|27|, 45|15|6|22|6|22|6|6|27|6|22|45|45|45|15|15|22|22|6|15|45|15|22|45|22|45|15|27|27|27|27|22|15|22|15|27|6|45|27|22|27|6|22|45|27|45|15|15|45|27|
2014-05-07 Wed 01:54:58, ../Instances/pmedcap1(9).txt, [int]ShiftSwapTabuRelocate(T=31|D=22), 1600, 2000, 1399398806, 42.254, 751, 2462798, 722, 22|12|6|21|44|, 12|21|6|22|6|22|6|6|44|6|22|12|12|12|21|21|22|22|6|21|21|21|22|12|22|44|21|44|12|44|12|22|22|22|21|6|44|44|6|22|44|6|44|12|44|12|21|21|12|12|
2014-05-07 Wed 01:56:40, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399398898, 0.361, 7, 19796, 897, 39|30|19|5|3|, 5|5|30|3|3|5|39|19|5|3|3|19|39|5|19|30|30|30|3|19|19|19|5|3|19|30|30|3|5|19|30|3|30|30|19|39|3|39|3|39|3|39|3|5|19|30|3|5|39|19|
2014-05-07 Wed 01:58:20, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399399000, 26.817, 432, 1422126, 856, 33|40|47|2|49|, 47|40|2|40|40|47|33|49|47|2|40|49|33|47|49|2|2|33|40|49|47|49|47|40|49|2|2|33|47|49|2|40|2|33|49|33|40|49|40|33|40|49|2|47|33|2|2|47|2|49|
2014-05-07 Wed 01:59:54, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399399100, 82.17, 1409, 4596721, 907, 23|11|43|44|30|, 43|44|30|23|23|43|44|11|43|30|23|11|11|43|43|30|30|44|23|11|43|44|43|23|11|30|30|44|44|44|30|23|30|44|11|30|23|11|23|11|23|11|23|43|44|30|23|43|30|11|
2014-05-07 Wed 02:01:33, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399399194, 8.44, 140, 465424, 832, 33|15|5|19|23|, 5|5|15|23|23|5|33|33|5|15|23|19|33|5|19|15|33|33|23|19|19|19|5|23|19|15|15|33|5|19|15|23|15|33|19|15|23|19|23|33|23|19|23|5|33|15|23|5|15|19|
2014-05-07 Wed 02:03:12, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399399293, 0.526, 10, 29753, 846, 15|6|29|5|23|, 5|5|15|23|23|5|6|6|5|15|23|29|6|5|29|15|15|6|23|29|29|29|5|23|29|15|15|6|5|29|15|23|15|6|29|15|23|6|23|6|23|29|23|5|6|15|23|5|15|29|
2014-05-07 Wed 02:04:51, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399399392, 11.003, 181, 578387, 846, 47|33|49|40|15|, 47|40|15|40|40|47|33|49|47|15|40|49|33|47|49|15|15|33|40|49|47|49|47|40|49|15|15|33|47|49|15|40|15|33|49|33|40|49|40|33|40|49|15|47|33|15|15|47|15|49|
2014-05-07 Wed 02:06:33, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399399491, 0.931, 15, 46633, 885, 31|47|9|41|48|, 47|31|9|9|31|47|41|41|31|9|31|41|48|47|47|9|48|9|31|41|47|47|47|31|41|9|48|9|47|41|48|31|48|9|41|48|9|41|31|48|31|41|9|31|41|48|9|47|48|41|
2014-05-07 Wed 02:08:11, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399399593, 18.43, 302, 996593, 832, 19|15|33|5|23|, 5|5|15|23|23|5|33|33|5|15|23|19|33|5|19|15|33|33|23|19|19|19|5|23|19|15|15|33|5|19|15|23|15|33|19|15|23|19|23|33|23|19|23|5|33|15|23|5|15|19|
2014-05-07 Wed 02:09:43, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399399691, 0.366, 7, 21116, 871, 15|36|13|20|11|, 20|13|15|36|36|13|11|11|13|15|36|11|11|13|20|15|15|36|36|20|20|20|20|36|11|15|15|36|13|20|15|13|15|11|11|15|36|11|36|11|36|20|36|13|13|15|36|13|15|11|
2014-05-07 Wed 02:11:20, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399399783, 7.437, 124, 401146, 849, 47|33|15|23|19|, 47|47|15|23|23|47|33|33|47|15|23|19|33|47|19|15|33|33|23|19|19|19|47|23|19|15|15|33|47|19|15|23|15|33|19|15|23|19|23|33|23|19|23|47|33|15|23|47|15|19|
2014-05-07 Wed 02:12:59, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399399880, 5.151, 82, 269974, 932, 45|19|4|5|27|, 5|5|45|4|4|5|27|19|5|27|4|19|45|5|19|27|45|27|4|19|19|5|5|4|19|27|45|27|5|19|27|4|45|27|19|45|27|45|4|45|4|19|27|4|19|45|27|5|45|19|
2014-05-07 Wed 02:14:38, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399399979, 93.947, 1524, 4969287, 851, 33|49|23|15|47|, 47|33|15|23|23|47|33|49|47|15|23|49|33|47|49|15|15|33|23|49|47|49|47|23|49|15|15|33|47|49|15|23|15|33|49|15|23|49|23|33|23|49|23|47|33|15|23|47|15|49|
2014-05-07 Wed 02:16:11, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399400078, 2.882, 50, 161356, 890, 16|15|0|19|18|, 0|18|15|18|18|0|16|19|0|15|18|19|16|0|0|15|16|16|18|19|0|19|0|18|19|15|15|18|18|19|15|18|15|16|19|16|18|19|18|16|18|19|15|0|19|16|15|0|15|19|
2014-05-07 Wed 02:17:51, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399400171, 92.077, 1479, 4851879, 851, 49|33|23|15|47|, 47|33|15|23|23|47|33|49|47|15|23|49|33|47|49|15|15|33|23|49|47|49|47|23|49|15|15|33|47|49|15|23|15|33|49|15|23|49|23|33|23|49|23|47|33|15|23|47|15|49|
2014-05-07 Wed 02:19:31, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399400271, 89.564, 1435, 4651117, 952, 24|21|8|46|35|, 8|8|46|46|8|21|24|24|8|46|46|24|35|8|21|46|35|46|8|24|21|21|21|46|24|46|35|46|8|21|35|8|35|24|24|35|46|24|46|35|8|24|46|8|21|35|46|21|35|24|
2014-05-07 Wed 02:21:10, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399400371, 27.139, 439, 1443193, 832, 15|19|23|5|33|, 5|5|15|23|23|5|33|33|5|15|23|19|33|5|19|15|33|33|23|19|19|19|5|23|19|15|15|33|5|19|15|23|15|33|19|15|23|19|23|33|23|19|23|5|33|15|23|5|15|19|
2014-05-07 Wed 02:22:49, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399400470, 1.639, 28, 86835, 907, 11|36|2|8|20|, 8|8|2|36|36|8|11|11|8|36|36|11|11|8|20|2|2|36|36|20|20|20|20|36|11|2|2|36|8|20|2|8|2|36|11|2|36|11|36|11|8|11|36|8|20|2|36|20|2|11|
2014-05-07 Wed 02:24:27, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399400569, 81.768, 1337, 4419971, 852, 15|17|49|47|40|, 47|47|15|40|40|47|17|17|47|15|40|49|17|47|49|15|17|17|40|49|49|47|47|40|49|15|15|17|47|49|15|40|15|17|49|17|40|49|40|17|40|49|15|40|49|15|15|47|15|49|
2014-05-07 Wed 02:26:00, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=24), 1600, 2000, 1399400667, 14.367, 249, 811919, 901, 0|18|12|19|15|, 0|18|15|18|18|0|12|19|0|15|18|19|12|18|19|15|15|12|18|19|19|0|0|18|19|15|15|18|0|19|15|18|15|12|19|12|18|12|18|12|18|19|15|0|19|12|15|0|15|19|
2014-05-07 Wed 02:27:37, ../Instances/pmedcap1(10).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 2000, 1399400760, 48.189, 789, 2618890, 832, 23|19|15|5|33|, 5|5|15|23|23|5|33|33|5|15|23|19|33|5|19|15|33|33|23|19|19|19|5|23|19|15|15|33|5|19|15|23|15|33|19|15|23|19|23|33|23|19|23|5|33|15|23|5|15|19|
2014-05-07 Wed 02:54:16, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=25|Tc=2|D=24), 1600, 8000, 1399400857, 8.168, 9, 106619, 1147, 41|84|57|74|99|64|81|98|80|92|, 92|41|84|98|74|80|80|80|81|57|92|99|99|41|84|74|99|92|98|92|80|81|81|41|74|81|64|84|64|92|80|41|98|81|84|64|99|98|99|57|92|41|41|57|84|57|84|84|64|74|99|41|98|99|92|74|41|57|80|84|92|57|57|74|64|92|74|57|92|84|57|81|57|64|74|99|99|74|74|98|80|81|74|41|84|64|41|81|80|64|74|80|92|41|92|81|64|74|98|99|
2014-05-07 Wed 03:20:20, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocate(T=125|D=24), 1600, 8000, 1399402456, 458.95, 471, 6278838, 1097, 58|72|71|46|24|51|54|99|91|98|, 71|54|46|98|24|58|58|58|71|72|54|99|99|54|72|98|99|54|98|54|91|71|71|51|24|71|91|99|46|54|58|71|98|51|24|91|99|98|99|24|54|51|46|72|46|24|46|46|91|91|99|51|98|99|54|91|51|72|58|46|54|98|72|58|46|54|24|72|54|72|72|71|72|91|24|51|51|24|24|98|58|71|24|71|46|46|51|71|58|46|58|91|54|51|54|71|91|24|98|99|
2014-05-07 Wed 03:46:54, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=25|Tc=2|D=24), 1600, 8000, 1399404020, 257.347, 262, 3423162, 1257, 90|11|13|71|67|61|91|34|36|40|, 40|13|34|61|91|91|91|90|71|61|40|11|11|13|67|90|11|40|61|40|91|71|40|36|34|71|91|11|34|40|91|13|61|71|34|91|36|61|11|67|40|13|13|67|13|34|34|13|91|91|11|36|61|36|13|90|36|67|90|13|13|61|67|90|34|40|34|67|40|67|67|71|67|91|90|36|36|90|90|61|90|71|34|71|67|34|36|71|90|13|90|91|40|71|40|71|13|90|61|11|
2014-05-07 Wed 04:13:04, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocate(T=125|D=24), 1600, 8000, 1399405614, 1536.49, 1566, 20557398, 1086, 89|60|51|95|79|97|72|28|38|58|, 95|89|28|79|97|58|58|58|95|72|60|38|38|89|72|97|38|60|79|60|58|95|95|51|97|95|89|38|28|60|58|60|79|51|28|28|38|79|38|79|60|51|89|72|89|97|28|28|89|28|38|51|79|38|60|58|51|72|58|89|60|79|72|97|89|60|97|72|60|38|72|95|72|89|97|51|51|97|97|79|58|95|97|95|28|28|51|95|58|89|97|58|60|51|60|95|60|97|79|38|
2014-05-07 Wed 04:39:19, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=25|Tc=2|D=24), 1600, 8000, 1399407184, 136.325, 140, 1816044, 1118, 67|99|13|71|23|40|90|45|28|30|, 40|13|28|67|90|30|30|30|71|67|40|99|99|13|67|90|99|40|45|40|30|71|40|23|45|71|13|99|28|40|30|13|45|71|28|90|23|45|99|45|40|13|13|67|28|45|28|13|28|90|99|23|45|99|13|90|23|67|30|13|13|67|67|90|28|40|45|67|40|67|67|71|67|28|90|23|23|90|90|45|90|71|45|71|28|28|23|71|30|28|90|90|40|23|30|71|13|45|45|99|
2014-05-07 Wed 05:05:36, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocate(T=125|D=24), 1600, 8000, 1399408759, 572.587, 583, 7708817, 1076, 50|7|54|23|44|79|28|67|74|95|, 95|44|44|79|74|7|7|7|95|67|54|50|50|44|67|74|50|54|79|54|7|95|95|23|74|95|28|50|28|54|7|54|79|23|28|7|50|79|50|67|54|23|44|67|44|79|28|44|28|74|50|23|79|50|54|74|23|67|7|44|54|79|67|74|28|54|74|67|54|67|67|95|67|28|74|23|23|74|74|79|7|95|74|95|44|28|23|95|7|44|74|7|54|23|54|95|54|74|79|50|
2014-05-07 Wed 05:31:55, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=25|Tc=2|D=24), 1600, 8000, 1399410336, 7.994, 9, 107955, 1168, 9|31|81|77|38|89|4|17|76|30|, 81|31|89|9|4|30|30|30|81|9|17|38|38|31|38|77|38|17|77|17|30|81|81|76|4|81|89|38|89|31|30|31|9|81|4|4|76|77|38|4|17|31|31|9|89|77|89|31|89|4|38|76|9|76|17|4|76|9|30|89|17|9|9|77|89|31|4|9|17|38|9|81|9|89|77|76|76|77|77|9|30|81|4|31|38|89|76|31|30|89|77|4|17|31|17|81|17|77|77|38|
2014-05-07 Wed 05:58:14, ../Instances/pmedcap1(11).txt, [int]ShiftSwapTabuRelocate(T=125|D=24), 1600, 8000, 1399411915, 996.464, 1014, 13379080, 1162, 79|38|93|25|55|66|64|48|68|72|, 25|68|64|79|66|55|55|55|25|72|68|38|38|68|72|55|38|68|79|68|55|25|25|93|66|25|48|38|64|68|55|93|79|93|66|48|93|79|38|66|68|93|64|72|64|66|64|64|48|66|38|93|79|38|68|55|93|72|55|64|68|79|72|55|64|68|66|72|68|38|72|25|72|48|55|38|93|55|55|79|55|25|66|25|64|64|93|25|55|64|55|48|68|93|68|25|48|66|79|38|
