Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-04-25 Fri 22:30:08, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ba=31|Br=2|D=23), 1600, 992, 1398436164, 0.001, 3, 0, 848, 19|43|10|33|27|, 43|19|10|27|27|19|10|19|19|10|10|19|10|43|43|33|10|43|27|19|43|27|10|27|19|33|27|27|27|10|27|43|33|33|19|43|27|10|43|19|43|10|19|43|10|10|27|33|43|43|
2014-04-25 Fri 22:30:55, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31|D=23), 1600, 992, 1398436208, 15.513, 529, 882041, 837, 40|21|1|47|16|, 40|1|16|21|21|1|16|1|1|16|16|1|16|40|21|47|16|40|21|1|40|21|16|21|16|47|21|21|21|16|21|40|47|47|1|40|1|16|40|1|40|40|1|40|16|40|21|47|16|40|
2014-04-25 Fri 22:31:38, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ba=31|Br=2|D=23), 1600, 992, 1398436255, 0.62, 26, 41369, 787, 16|8|2|14|18|, 14|8|2|18|18|16|16|8|8|16|2|8|2|2|14|14|16|14|18|8|14|18|2|18|16|18|18|18|14|16|18|2|14|14|8|14|18|16|14|8|2|2|8|14|16|2|18|18|16|14|
2014-04-25 Fri 22:32:26, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31|D=23), 1600, 992, 1398436298, 0.692, 25, 40022, 967, 39|37|33|7|35|, 35|39|37|39|33|39|37|7|7|37|35|7|37|35|35|35|37|35|39|7|35|33|37|39|37|33|39|39|35|37|39|35|33|33|7|35|39|37|35|39|35|37|39|35|37|35|33|33|37|35|
2014-04-25 Fri 22:33:12, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ba=31|Br=2|D=23), 1600, 992, 1398436346, 9.967, 275, 471549, 802, 44|1|25|35|3|, 35|1|44|3|3|1|44|1|1|44|44|1|44|35|35|35|44|35|3|1|35|25|44|3|1|25|3|3|3|44|3|35|35|25|1|35|3|44|35|1|35|44|1|35|44|44|25|25|3|35|
2014-04-25 Fri 22:33:59, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31|D=23), 1600, 992, 1398436392, 0.694, 25, 40814, 926, 40|29|33|3|7|, 40|7|40|3|3|29|29|7|7|29|29|7|29|40|40|33|29|40|3|7|40|3|29|3|29|33|3|3|3|29|3|40|33|33|7|40|3|29|40|7|40|40|7|40|29|40|3|33|29|40|
2014-04-25 Fri 22:34:41, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ba=31|Br=2|D=23), 1600, 992, 1398436439, 0.107, 5, 6956, 798, 17|34|12|18|25|, 17|34|12|18|18|34|12|34|34|12|12|34|12|17|17|17|12|17|18|34|17|18|12|18|34|25|18|18|18|12|18|17|17|25|34|17|18|12|17|34|17|12|34|17|12|12|18|25|17|17|
2014-04-25 Fri 22:35:27, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31|D=23), 1600, 992, 1398436481, 2.422, 84, 135151, 901, 4|40|22|8|47|, 40|8|22|4|4|8|22|8|8|22|22|8|22|40|47|47|22|40|4|8|40|4|22|4|8|47|4|4|4|22|4|40|47|47|8|40|4|22|40|8|40|22|8|40|22|22|4|47|4|40|
2014-04-25 Fri 22:36:11, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ba=31|Br=2|D=24), 1600, 992, 1398436527, 5.078, 183, 298952, 772, 42|23|32|7|21|, 42|21|32|21|21|23|7|7|42|23|21|21|21|21|42|23|42|23|32|7|7|21|7|23|32|42|23|7|32|23|21|21|32|32|7|32|23|7|42|23|32|23|42|32|7|32|7|42|32|7|
2014-04-28 Mon 09:26:55, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648372, 14.338, 528, 893809, 747, 9|43|1|23|47|, 43|1|9|23|23|1|9|1|1|9|9|1|9|43|43|47|9|43|23|1|43|47|9|23|9|47|23|23|23|9|23|43|47|47|1|43|23|9|43|1|43|43|1|43|9|9|23|47|9|43|
2014-04-28 Mon 09:27:37, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648415, 26.365, 1021, 1720147, 713, 9|18|11|20|47|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-28 Mon 09:28:19, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648457, 0.337, 12, 18207, 804, 44|14|23|0|11|, 0|11|44|23|23|11|44|11|11|44|44|11|44|0|14|14|44|14|23|11|0|23|44|23|11|14|23|23|14|44|23|0|14|14|11|0|23|44|14|11|0|44|11|0|44|44|23|14|14|0|
2014-04-28 Mon 09:29:01, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648499, 24.971, 956, 1599895, 713, 9|20|18|47|11|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-28 Mon 09:29:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648541, 0.336, 14, 21775, 826, 35|39|29|30|12|, 35|39|12|30|30|29|29|39|39|29|12|39|12|35|35|35|29|35|30|39|35|30|12|30|29|30|39|30|35|29|30|35|35|30|39|35|39|29|35|39|35|12|39|35|12|12|30|30|29|35|
2014-04-28 Mon 09:30:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648583, 8.331, 315, 537638, 714, 16|47|11|20|18|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-28 Mon 09:31:07, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648625, 0.709, 27, 42795, 818, 49|29|39|12|18|, 49|39|12|18|18|39|29|39|39|29|12|39|12|49|49|49|29|49|18|39|49|18|12|18|29|18|18|18|18|29|18|49|49|49|39|49|39|29|49|39|49|12|39|49|12|12|18|18|29|49|
2014-04-28 Mon 09:31:49, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648667, 23.089, 886, 1487702, 714, 11|47|18|20|16|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-28 Mon 09:32:33, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648709, 0.39, 15, 24566, 812, 44|4|1|14|0|, 0|1|44|4|4|1|44|1|1|44|44|1|44|0|14|14|44|14|4|1|0|4|44|4|1|4|4|4|14|44|4|0|14|14|1|14|4|44|14|1|0|44|1|0|44|44|4|4|14|0|
2014-04-28 Mon 09:33:15, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648753, 11.516, 433, 734776, 714, 16|47|20|11|18|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-28 Mon 09:33:59, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648795, 0.657, 24, 37466, 810, 4|19|14|9|2|, 14|19|2|4|4|9|9|19|19|9|2|19|2|2|14|14|9|14|4|19|14|4|2|4|9|4|4|4|14|9|4|2|14|4|19|14|19|9|14|19|2|2|19|14|9|2|4|4|9|14|
2014-04-28 Mon 09:34:42, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648839, 17.758, 667, 1087097, 713, 47|18|9|11|20|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-28 Mon 09:35:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648882, 0.373, 15, 23818, 813, 38|3|11|25|44|, 38|11|44|3|3|11|44|11|11|44|44|11|44|38|38|25|44|38|3|11|38|25|44|3|11|25|3|3|38|44|3|38|25|25|11|38|3|44|38|11|38|44|11|38|44|44|25|25|38|38|
2014-04-28 Mon 09:36:08, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398648925, 12.626, 469, 779795, 713, 11|47|20|18|9|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-28 Mon 09:36:48, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398648968, 0.32, 12, 18480, 836, 35|12|34|29|30|, 35|34|12|30|30|29|29|34|34|29|12|34|12|35|35|35|29|35|30|34|35|30|12|30|29|30|30|30|35|29|30|35|35|30|34|35|34|29|35|34|35|12|34|35|12|12|30|30|29|35|
2014-04-28 Mon 09:37:30, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398649008, 34.586, 1317, 2208736, 713, 18|9|47|11|20|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-28 Mon 09:38:16, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398649050, 0.499, 31, 37072, 762, 47|34|12|20|18|, 20|34|12|18|18|34|12|34|34|12|12|34|12|20|20|47|12|20|18|34|20|18|12|18|34|47|18|18|18|12|18|20|47|47|34|20|18|12|20|34|20|12|34|20|12|12|18|47|18|20|
2014-04-28 Mon 09:38:58, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398649096, 3.058, 115, 192421, 714, 47|20|16|18|11|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-28 Mon 09:39:41, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=23), 1600, 992, 1398649138, 0.694, 26, 41188, 800, 43|10|29|39|18|, 43|39|10|18|18|39|29|39|39|29|10|39|10|43|43|43|29|43|18|39|43|18|10|18|29|18|18|18|18|29|18|43|43|43|39|43|39|29|43|39|43|10|39|43|29|10|18|18|29|43|
2014-04-28 Mon 09:40:22, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=31|D=23), 1600, 992, 1398649181, 6.264, 233, 384563, 713, 20|47|18|9|11|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-28 Mon 09:41:07, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649222, 1.448, 50, 81705, 838, 49|44|25|40|31|, 40|31|31|31|31|44|25|49|25|49|31|44|44|44|25|49|40|49|40|44|44|31|49|49|40|25|49|44|40|49|31|31|40|40|25|40|49|49|25|49|40|49|25|40|44|31|49|25|40|49|
2014-04-28 Mon 09:41:51, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649267, 31.729, 1147, 1851042, 793, 25|35|37|31|23|, 25|31|35|31|31|23|25|37|25|37|31|31|37|31|25|23|25|23|35|37|37|31|37|23|35|25|23|37|35|23|31|31|35|35|37|35|23|37|25|23|35|23|25|35|37|35|37|25|35|37|
2014-04-28 Mon 09:42:37, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649311, 1.078, 37, 59283, 839, 37|1|8|32|9|, 8|1|32|1|1|37|8|37|8|9|1|1|1|1|8|9|8|9|32|37|37|1|37|37|32|8|9|37|32|9|1|1|32|32|37|32|37|37|9|9|32|37|8|32|37|32|37|8|8|37|
2014-04-28 Mon 09:43:22, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649357, 22.213, 763, 1219051, 809, 32|21|27|25|37|, 25|21|32|21|21|27|25|37|25|37|21|21|27|21|25|37|25|37|32|27|27|21|37|37|32|25|37|27|32|37|21|21|32|32|37|32|27|37|25|27|32|27|25|32|27|32|27|25|32|37|
2014-04-28 Mon 09:44:10, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649402, 0.288, 10, 15964, 859, 18|21|12|26|6|, 6|21|18|21|21|12|6|26|6|26|21|21|12|12|6|26|6|26|18|12|12|21|6|26|18|6|26|12|18|26|21|21|18|18|6|18|12|26|6|26|18|12|6|18|12|18|12|6|18|26|
2014-04-28 Mon 09:44:55, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649450, 0.717, 26, 38660, 821, 25|27|37|21|35|, 25|21|35|21|21|27|25|37|25|37|21|21|27|21|25|37|25|37|35|27|27|21|37|37|35|25|37|27|35|37|21|21|35|35|37|35|27|37|25|27|35|27|25|35|27|35|27|25|35|37|
2014-04-28 Mon 09:45:41, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649495, 0.232, 9, 12166, 827, 22|8|36|1|43|, 8|1|1|1|1|36|8|22|8|22|1|1|36|36|8|36|8|22|43|22|22|1|22|36|43|8|22|22|43|36|1|1|43|43|22|43|36|22|8|36|43|36|8|43|36|43|22|8|8|22|
2014-04-28 Mon 09:46:26, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649541, 0.888, 33, 48543, 798, 22|43|8|23|31|, 8|31|31|31|31|23|22|22|8|23|31|31|23|23|8|23|8|23|43|22|22|31|22|23|8|8|23|22|43|23|31|31|43|43|22|43|23|22|8|23|43|23|8|43|22|43|22|8|8|22|
2014-04-28 Mon 09:47:12, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649586, 0.097, 3, 3235, 800, 19|23|1|32|38|, 32|1|1|1|1|23|38|19|38|38|1|1|19|19|38|23|38|38|32|19|19|1|19|23|32|38|23|19|32|23|1|1|32|32|19|32|23|19|38|23|32|23|38|32|19|32|19|38|32|23|
2014-04-28 Mon 09:47:56, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649632, 40.367, 1444, 2357096, 785, 35|37|1|25|15|, 25|1|35|1|1|15|25|37|25|37|1|1|37|1|25|15|25|15|35|37|37|1|37|15|35|25|15|37|35|15|1|1|35|35|37|35|15|37|25|15|35|15|25|35|37|35|37|25|35|37|
2014-04-28 Mon 09:48:39, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649676, 0.35, 14, 21288, 792, 23|7|1|42|32|, 42|1|32|1|1|23|7|7|42|23|1|1|23|1|42|23|42|23|32|7|7|1|7|23|32|42|23|7|32|23|1|1|32|32|7|32|23|7|42|23|32|23|42|32|7|32|7|42|32|7|
2014-04-28 Mon 09:49:23, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649719, 6.639, 246, 397993, 821, 27|37|35|21|25|, 25|21|35|21|21|27|25|37|25|37|21|21|27|21|25|37|25|37|35|27|27|21|37|37|35|25|37|27|35|37|21|21|35|35|37|35|27|37|25|27|35|27|25|35|27|35|27|25|35|37|
2014-04-28 Mon 09:50:08, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649763, 13.292, 455, 764760, 797, 46|43|6|26|21|, 6|21|43|21|21|46|6|6|6|26|21|21|46|21|6|26|6|26|43|46|46|21|46|46|43|6|26|46|43|26|21|21|43|43|46|43|46|46|6|26|43|46|6|43|46|43|46|6|43|46|
2014-04-28 Mon 09:50:53, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649808, 30.27, 1088, 1776505, 790, 15|25|35|31|37|, 25|31|35|31|31|15|25|37|25|37|31|31|37|31|25|15|25|15|35|37|37|31|37|15|35|25|15|37|35|15|31|31|35|35|37|35|15|37|25|15|35|15|25|35|37|35|37|25|35|37|
2014-04-28 Mon 09:51:37, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649853, 0.318, 12, 18748, 843, 25|31|49|11|40|, 40|31|31|31|31|49|25|49|25|49|11|11|11|11|25|49|40|49|40|49|31|11|49|49|40|25|25|49|40|49|11|31|40|40|25|40|49|49|25|49|40|49|25|40|31|31|49|25|40|49|
2014-04-28 Mon 09:52:22, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649897, 17.861, 627, 1032440, 766, 30|35|22|15|25|, 25|30|35|30|35|15|25|22|25|15|30|30|30|30|25|15|25|15|35|22|22|30|22|15|35|25|15|22|35|15|30|30|35|35|22|35|15|22|25|15|35|15|25|35|22|35|22|25|25|22|
2014-04-28 Mon 09:53:08, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398649942, 22.342, 794, 1317627, 829, 40|31|25|29|19|, 40|31|31|31|31|19|25|19|25|29|31|31|19|19|25|29|40|29|40|19|19|31|19|29|40|25|29|19|40|29|31|31|40|40|25|40|29|19|25|29|40|29|25|40|19|31|19|25|40|19|
2014-04-28 Mon 09:53:52, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398649988, 21.625, 775, 1247599, 821, 37|27|21|35|25|, 25|21|35|21|21|27|25|37|25|37|21|21|27|21|25|37|25|37|35|27|27|21|37|37|35|25|37|27|35|37|21|21|35|35|37|35|27|37|25|27|35|27|25|35|27|35|27|25|35|37|
2014-04-28 Mon 09:54:37, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398650032, 0.439, 16, 25288, 813, 21|5|22|48|18|, 48|21|18|21|21|5|22|22|22|22|21|21|5|21|48|5|48|5|18|22|22|21|22|5|48|48|5|22|48|5|21|21|18|18|22|18|5|22|22|5|48|5|48|18|22|18|22|48|48|5|
2014-04-28 Mon 09:55:21, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398650077, 1.354, 51, 79946, 764, 35|15|25|21|22|, 25|21|35|21|21|15|25|22|25|15|21|21|21|21|25|15|25|15|35|22|22|21|22|15|35|25|15|22|35|15|21|21|35|35|22|35|15|22|25|15|35|15|25|35|22|35|22|25|35|22|
2014-04-28 Mon 09:56:10, ../Instances/pmedcap1(3).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398650121, 1.051, 37, 54438, 814, 37|15|19|14|11|, 14|11|19|15|14|15|15|15|14|11|19|11|11|19|14|15|11|19|11|19|19|15|19|14|37|37|15|14|11|15|11|37|15|19|15|19|37|37|11|14|11|37|14|37|19|15|11|15|14|15|
2014-04-28 Mon 09:56:56, ../Instances/pmedcap1(3).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398650170, 2.895, 105, 169724, 763, 27|38|47|35|37|, 47|37|35|38|27|47|47|38|27|38|35|38|38|35|27|47|38|35|38|35|35|47|35|27|37|37|47|27|38|47|38|37|47|35|47|35|37|37|38|47|38|37|27|37|35|38|38|47|27|47|
2014-04-28 Mon 09:57:42, ../Instances/pmedcap1(3).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398650216, 3.111, 105, 170431, 849, 10|15|30|24|27|, 27|30|10|15|27|15|15|15|27|15|10|30|15|10|27|15|30|10|30|10|10|30|10|27|24|24|15|27|10|15|30|24|30|10|15|10|24|24|30|15|30|24|27|24|10|15|30|15|27|15|
2014-04-28 Mon 09:58:29, ../Instances/pmedcap1(3).txt, [int]ShiftSwapTabuRelocate(T=31|D=24), 1600, 992, 1398650262, 25.904, 896, 1453926, 813, 30|14|24|19|29|, 14|30|19|29|14|29|29|29|14|19|19|30|29|19|14|29|30|19|30|19|19|30|19|14|24|24|29|14|19|29|30|24|30|19|29|19|24|24|30|29|30|24|14|24|19|29|30|29|14|29|
2014-04-28 Mon 09:59:18, ../Instances/pmedcap1(3).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|Tr=2|D=24), 1600, 992, 1398650309, 1.431, 50, 80688, 845, 0|15|19|11|24|, 0|11|19|15|0|0|15|15|0|11|19|11|11|19|0|15|11|19|11|19|19|0|19|0|24|24|15|0|11|15|11|24|15|19|0|19|24|24|11|0|11|24|0|24|19|15|11|15|0|15|
