Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-05-18 Sun 11:39:29, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=41|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400384320, 9.824, 320, 1083316, 714, 16|20|11|47|18|, 20|11|16|18|18|11|16|11|11|16|16|11|16|20|20|47|16|20|18|11|20|18|16|18|16|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|20|11|20|16|16|18|47|16|20|
2014-05-18 Sun 11:40:20, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=41|To=12|Tc=1|D=23), 1600, 2000, 1400384369, 0.435, 15, 47575, 826, 39|27|17|29|22|, 17|39|22|27|27|39|29|39|39|29|22|39|22|17|17|17|29|17|27|39|17|27|22|27|29|27|27|27|17|29|27|17|17|27|39|17|39|29|17|39|17|22|39|17|22|22|27|27|29|17|
2014-05-18 Sun 11:41:08, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=41|D=23), 1600, 2000, 1400384420, 9.075, 302, 1012634, 713, 11|18|47|9|20|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-18 Sun 11:41:57, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=41|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400384468, 2.103, 71, 239382, 724, 18|1|47|16|20|, 20|1|16|18|18|1|16|1|1|16|20|1|16|20|20|47|16|20|18|1|20|18|16|18|1|47|18|18|18|16|18|20|47|47|1|20|18|16|20|1|20|16|1|20|16|16|18|47|16|20|
2014-05-18 Sun 11:42:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=41|To=12|Tc=1|D=23), 1600, 2000, 1400384517, 4.681, 158, 518073, 764, 47|43|3|1|44|, 43|1|44|3|3|1|44|1|1|44|43|1|44|43|43|47|44|43|3|1|43|47|44|3|1|47|3|3|3|44|3|43|47|47|1|43|3|44|43|1|43|44|1|43|44|44|3|47|44|43|
2014-05-18 Sun 11:43:33, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=41|D=23), 1600, 2000, 1400384565, 2.9, 97, 326017, 787, 0|19|47|16|23|, 0|19|16|23|23|16|16|19|19|16|16|19|16|0|0|47|16|0|23|19|0|47|16|23|16|47|23|23|23|16|23|0|47|47|19|0|23|16|0|19|0|0|19|0|16|16|23|47|16|0|
2014-05-18 Sun 11:44:22, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=41|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400384613, 2.816, 97, 328190, 752, 20|16|3|11|4|, 20|11|16|3|4|11|16|11|11|16|20|11|16|20|20|20|16|20|4|11|20|4|16|3|11|4|3|3|4|16|4|20|4|4|11|20|3|16|20|11|20|16|11|20|16|16|4|4|16|20|
2014-05-18 Sun 11:45:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=41|To=12|Tc=1|D=23), 1600, 2000, 1400384662, 2.293, 79, 256904, 770, 1|43|47|23|37|, 43|1|43|23|23|1|37|1|1|37|43|1|37|43|43|47|37|43|23|1|43|47|37|23|37|47|23|23|23|37|23|43|47|47|1|43|23|37|43|1|43|37|1|43|37|43|23|47|37|43|
2014-05-18 Sun 11:45:57, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=41|D=23), 1600, 2000, 1400384709, 3.899, 132, 443064, 750, 17|11|4|41|16|, 17|11|41|4|4|11|16|11|11|16|41|11|16|17|17|17|16|17|4|11|17|4|41|4|16|4|4|4|17|16|4|17|17|4|11|17|11|16|17|11|17|41|11|17|16|41|4|4|16|17|
2014-05-18 Sun 11:46:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=41|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400384757, 15.045, 494, 1664612, 739, 37|17|2|18|11|, 17|11|2|18|18|11|37|11|11|37|2|11|2|2|17|17|37|17|18|11|17|18|2|18|37|18|18|18|17|37|18|17|17|17|11|17|18|37|17|11|2|2|11|17|37|2|18|18|37|17|
2014-05-18 Sun 11:47:33, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=41|To=12|Tc=1|D=23), 1600, 2000, 1400384805, 0.571, 20, 63727, 779, 18|34|35|9|2|, 35|34|2|18|18|34|9|34|34|9|2|34|2|2|35|35|9|35|18|34|35|18|2|18|9|35|18|18|18|9|18|35|35|35|34|35|18|9|35|34|2|2|34|35|9|2|18|18|9|35|
2014-05-18 Sun 11:48:20, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=41|D=23), 1600, 2000, 1400384853, 0.685, 23, 74944, 739, 16|25|18|1|43|, 43|1|16|18|18|1|16|1|1|16|16|1|16|43|43|25|16|43|18|1|43|18|16|18|16|25|18|18|18|16|18|43|25|25|1|43|18|16|43|1|43|43|1|43|16|16|18|25|16|43|
2014-05-18 Sun 12:55:39, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=25|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400388898, 11.727, 469, 1617571, 736, 47|20|11|16|23|, 20|11|16|23|23|11|16|11|11|16|16|11|16|20|20|47|16|20|23|11|20|47|16|23|16|47|23|23|23|16|23|20|47|47|11|20|23|16|20|11|20|20|11|20|16|16|23|47|16|20|
2014-05-18 Sun 12:56:19, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=25|To=12|Tc=1|D=23), 1600, 2000, 1400388939, 14.882, 573, 1922188, 858, 44|8|0|38|30|, 0|8|44|30|30|8|44|8|8|44|44|8|44|0|38|38|44|38|30|8|0|30|44|30|8|30|30|30|38|44|30|0|38|38|8|0|30|44|38|8|0|44|8|0|44|44|30|30|38|0|
2014-05-18 Sun 12:56:55, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=25|D=23), 1600, 2000, 1400388979, 9.949, 426, 1518076, 715, 47|18|43|11|16|, 43|11|16|18|18|11|16|11|11|16|16|11|16|43|43|47|16|43|18|11|43|18|16|18|16|47|18|18|18|16|18|43|47|47|11|43|18|16|43|11|43|43|11|43|16|16|18|47|16|43|
2014-05-18 Sun 12:57:35, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=25|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400389015, 9.16, 369, 1282604, 751, 17|21|9|11|2|, 17|11|2|21|21|11|9|11|11|9|2|11|2|2|17|17|9|17|21|11|17|21|2|21|9|21|21|21|17|9|21|17|17|21|11|17|11|9|17|11|2|2|11|17|9|2|21|21|9|17|
2014-05-18 Sun 12:58:16, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=25|To=12|Tc=1|D=23), 1600, 2000, 1400389055, 2.43, 96, 318697, 758, 44|43|47|4|11|, 43|11|44|4|4|11|44|11|11|44|43|11|44|43|43|47|44|43|4|11|43|4|44|4|11|47|4|4|4|44|4|43|47|47|11|43|4|44|43|11|43|44|11|43|44|44|4|47|44|43|
2014-05-18 Sun 12:58:54, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=25|D=23), 1600, 2000, 1400389096, 28.53, 1203, 4200131, 713, 11|47|18|20|9|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-18 Sun 12:59:34, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=25|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400389134, 11.449, 463, 1594384, 713, 11|18|47|20|9|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-18 Sun 13:00:10, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=25|To=12|Tc=1|D=23), 1600, 2000, 1400389174, 0.083, 4, 10990, 792, 18|20|19|45|29|, 20|19|45|18|18|29|29|19|19|29|45|19|45|20|20|20|29|20|18|19|20|18|45|18|29|18|18|18|18|29|18|20|20|20|19|20|19|29|20|19|20|45|19|20|29|45|18|18|29|20|
2014-05-18 Sun 13:00:49, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=25|D=23), 1600, 2000, 1400389210, 11.095, 453, 1557273, 745, 2|37|11|21|17|, 17|11|2|21|21|11|37|11|11|37|2|11|2|2|17|17|37|17|21|11|17|21|2|21|37|21|21|21|17|37|21|17|17|21|11|17|11|37|17|11|17|2|11|17|37|2|21|21|37|17|
2014-05-18 Sun 13:01:32, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=25|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400389249, 1.427, 57, 194882, 775, 21|20|34|23|9|, 20|34|9|23|21|34|9|34|34|9|9|34|9|20|20|21|9|20|21|34|20|21|9|23|9|21|23|23|21|9|23|20|21|21|34|20|23|9|20|34|20|20|34|20|9|9|21|21|9|20|
2014-05-18 Sun 13:02:05, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=25|To=12|Tc=1|D=23), 1600, 2000, 1400389292, 32.108, 1543, 5651241, 772, 21|44|43|1|23|, 43|1|44|23|21|1|44|1|1|44|43|1|44|43|43|21|44|43|21|1|43|21|44|23|1|21|23|23|21|44|23|43|21|21|1|43|23|44|43|1|43|44|1|43|44|44|21|21|44|43|
2014-05-18 Sun 13:02:44, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=25|D=23), 1600, 2000, 1400389325, 1.385, 54, 171550, 714, 11|18|47|20|16|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-05-18 Sun 13:07:00, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=50|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400389568, 1.459, 41, 134491, 752, 4|17|11|2|16|, 17|11|2|4|4|11|16|11|11|16|2|11|2|2|17|17|16|17|4|11|17|4|2|4|16|4|4|4|17|16|4|17|17|4|11|17|11|16|17|11|17|2|11|17|16|2|4|4|16|17|
2014-05-18 Sun 13:07:51, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=50|To=12|Tc=1|D=23), 1600, 2000, 1400389620, 9.812, 311, 1030536, 787, 16|1|17|33|23|, 17|1|16|23|23|1|16|1|1|16|17|1|16|17|17|17|16|17|23|1|17|23|16|23|1|33|23|23|17|16|23|17|33|33|1|17|23|16|17|1|17|16|1|17|16|16|23|33|16|17|
2014-05-18 Sun 13:08:41, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=50|D=23), 1600, 2000, 1400389671, 32.155, 1008, 3363293, 741, 11|16|18|17|47|, 17|11|16|18|18|11|16|11|11|16|17|11|16|17|17|47|16|17|18|11|17|18|16|18|11|47|18|18|18|16|18|17|47|47|11|17|18|16|17|11|17|16|11|17|16|16|18|47|16|17|
2014-05-18 Sun 13:09:32, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=50|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400389722, 30.213, 960, 3234511, 713, 11|18|20|47|9|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-05-18 Sun 13:10:23, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=50|To=12|Tc=1|D=23), 1600, 2000, 1400389772, 0.068, 3, 7234, 791, 21|14|11|10|29|, 14|11|10|21|21|11|29|11|11|29|10|11|10|10|14|14|29|14|21|11|14|21|10|21|29|21|21|21|14|29|21|10|14|21|11|14|11|29|14|11|10|10|11|14|29|10|21|21|29|14|
2014-05-18 Sun 13:11:14, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=50|D=23), 1600, 2000, 1400389823, 0.564, 19, 62390, 790, 47|27|11|38|16|, 38|11|16|27|27|11|16|11|11|16|38|11|16|38|38|47|16|38|27|11|38|27|16|27|11|47|27|27|38|16|27|38|47|47|11|38|27|16|38|11|38|16|11|38|16|16|27|47|16|38|
2014-05-18 Sun 13:12:05, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=50|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400389874, 10.891, 341, 1138264, 736, 20|9|47|27|11|, 20|11|9|27|27|11|9|11|11|9|20|11|9|20|20|47|9|20|27|11|20|27|9|27|11|47|27|27|27|9|27|20|47|47|11|20|27|9|20|11|20|9|11|20|9|9|27|47|9|20|
2014-05-18 Sun 13:12:58, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=50|To=12|Tc=1|D=23), 1600, 2000, 1400389925, 24.381, 748, 2529163, 776, 29|20|8|45|18|, 20|8|45|18|18|29|29|8|8|29|45|8|45|20|20|20|29|20|18|8|20|18|45|18|29|18|18|18|18|29|18|20|20|20|8|20|8|29|20|8|20|45|8|20|29|45|18|18|29|20|
2014-05-18 Sun 13:13:48, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=50|D=23), 1600, 2000, 1400389978, 2.216, 70, 230152, 766, 2|27|37|11|17|, 17|11|2|27|27|11|37|11|11|37|2|11|2|2|17|17|37|17|27|11|17|27|2|27|37|27|27|27|17|37|27|17|17|17|11|17|27|37|17|11|2|2|11|17|37|2|27|27|37|17|
2014-05-18 Sun 13:14:40, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=50|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400390028, 3.851, 121, 407654, 726, 18|25|9|20|11|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|25|9|20|18|11|20|18|9|18|11|25|18|18|18|9|18|20|25|25|11|20|18|9|20|11|20|9|11|20|9|9|18|25|9|20|
2014-05-18 Sun 13:15:30, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=50|To=12|Tc=1|D=23), 1600, 2000, 1400390080, 4.512, 138, 464392, 755, 1|47|9|43|3|, 43|1|9|3|3|1|9|1|1|9|9|1|9|43|43|47|9|43|3|1|43|47|9|3|9|47|3|3|3|9|3|43|47|47|1|43|3|9|43|1|43|43|1|43|9|9|3|47|9|43|
2014-05-18 Sun 13:16:21, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=50|D=23), 1600, 2000, 1400390130, 21.909, 695, 2330435, 713, 11|18|9|47|20|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-18 Sun 16:13:37, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=125|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400400754, 54.878, 1394, 4843795, 714, 11|18|16|47|20|, 20|11|16|18|18|11|16|11|11|16|16|11|16|20|20|47|16|20|18|11|20|18|16|18|16|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|20|11|20|16|16|18|47|16|20|
2014-05-18 Sun 16:14:38, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=1|D=23), 1600, 2000, 1400400817, 14.307, 377, 1302812, 764, 47|43|3|1|44|, 43|1|44|3|3|1|44|1|1|44|43|1|44|43|43|47|44|43|3|1|43|47|44|3|1|47|3|3|3|44|3|43|47|47|1|43|3|44|43|1|43|44|1|43|44|44|3|47|44|43|
2014-05-18 Sun 16:15:40, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=125|D=23), 1600, 2000, 1400400878, 26.116, 683, 2354804, 737, 47|18|20|34|9|, 20|34|9|18|18|34|9|34|34|9|9|34|9|20|20|47|9|20|18|34|20|18|9|18|9|47|18|18|18|9|18|20|47|47|34|20|18|9|20|34|20|20|34|20|9|9|18|47|9|20|
2014-05-18 Sun 16:16:42, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=125|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400400940, 16.675, 431, 1492219, 713, 11|20|47|18|9|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-18 Sun 16:17:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=1|D=23), 1600, 2000, 1400401002, 7.502, 191, 653057, 850, 46|35|10|1|26|, 35|1|10|26|46|1|10|1|1|10|10|1|10|35|35|35|10|35|46|1|35|46|10|46|1|46|26|46|26|10|46|35|35|46|1|35|26|10|35|1|35|10|1|35|10|10|46|46|26|35|
2014-05-18 Sun 16:18:46, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=125|D=23), 1600, 2000, 1400401065, 47.983, 1250, 4301012, 737, 27|11|20|47|16|, 20|11|16|27|27|11|16|11|11|16|20|11|16|20|20|47|16|20|27|11|20|27|16|27|11|47|27|27|27|16|27|20|47|47|11|20|27|16|20|11|20|16|11|20|16|16|27|47|16|20|
2014-05-18 Sun 16:19:49, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=125|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400401126, 50.209, 1283, 4459799, 732, 1|18|47|20|44|, 20|1|44|18|18|1|44|1|1|44|20|1|44|20|20|47|44|20|18|1|20|18|44|18|1|47|18|18|18|44|18|20|47|47|1|20|18|44|20|1|20|44|1|20|44|44|18|47|44|20|
2014-05-18 Sun 16:20:52, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=1|D=23), 1600, 2000, 1400401189, 0.245, 7, 20527, 810, 36|43|39|16|15|, 43|39|16|36|36|39|16|39|39|16|16|39|16|43|15|15|16|43|36|39|43|36|16|36|16|15|36|36|36|16|36|43|15|15|39|43|36|16|43|39|43|43|39|43|16|16|36|15|16|43|
2014-05-18 Sun 16:21:54, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=125|D=23), 1600, 2000, 1400401252, 55.473, 1437, 4927291, 713, 47|18|11|9|20|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-18 Sun 16:22:57, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=125|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400401314, 16.045, 407, 1408932, 788, 47|38|9|11|23|, 38|11|9|23|23|11|9|11|11|9|38|11|9|38|38|47|9|38|23|11|38|47|9|23|11|47|23|23|38|9|23|38|47|47|11|38|23|9|38|11|38|9|11|38|9|9|23|47|9|38|
2014-05-18 Sun 16:23:59, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=1|D=23), 1600, 2000, 1400401377, 0.784, 21, 69323, 775, 9|2|18|35|39|, 35|39|2|18|18|39|9|39|39|9|2|39|2|2|35|35|9|35|18|39|35|18|2|18|9|18|18|18|18|9|18|35|35|35|39|35|39|9|35|39|2|2|39|35|9|2|18|18|9|35|
2014-05-18 Sun 16:25:01, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=125|D=23), 1600, 2000, 1400401439, 20.052, 518, 1791401, 713, 18|9|47|11|20|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-05-18 Sun 20:34:31, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecoverPerturb(Ta=125|To=12|Tc=1|D=23|P=100), 1600, 2000, 1400416408, 28.598, 736, 2554257, 736, 16|23|47|20|11|, 20|11|16|23|23|11|16|11|11|16|16|11|16|20|20|47|16|20|23|11|20|47|16|23|16|47|23|23|23|16|23|20|47|47|11|20|23|16|20|11|20|20|11|20|16|16|23|47|16|20|
2014-05-18 Sun 20:35:32, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=1|D=23), 1600, 2000, 1400416471, 34.962, 910, 3120610, 775, 11|12|36|43|47|, 43|11|12|36|47|11|12|11|11|12|12|11|12|43|43|47|12|43|36|11|43|47|12|36|11|47|36|36|36|12|36|43|47|47|11|43|36|12|43|11|43|12|11|43|12|12|47|47|36|43|
2014-05-18 Sun 20:36:34, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(T=125|D=23), 1600, 2000, 1400416532, 61.45, 1590, 5494360, 749, 20|23|11|32|9|, 20|11|9|23|23|11|9|11|11|9|9|11|9|20|20|32|9|20|23|11|20|23|9|23|9|32|23|23|32|9|23|20|32|32|11|20|23|9|20|11|20|20|11|20|9|9|23|32|9|20|
