Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-04-23 Wed 20:17:22, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255424, 16.977, 742, 1313868, 760.051, 2|17|4|11|37|, 17|11|2|4|4|11|37|11|11|37|2|11|2|2|17|17|37|17|4|11|17|4|2|4|37|4|4|4|17|37|4|17|17|4|11|17|11|37|17|11|17|2|11|17|37|2|4|4|37|17|
2014-04-23 Wed 20:17:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255442, 9.121, 365, 625594, 771.178, 18|16|35|11|41|, 35|11|41|18|18|11|16|11|11|16|41|11|16|35|35|35|16|35|18|11|35|18|41|18|16|18|18|18|18|16|18|35|35|35|11|35|11|16|35|11|35|41|11|35|16|41|18|18|16|35|
2014-04-23 Wed 20:18:04, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255463, 3.003, 114, 194087, 728.244, 18|47|20|11|16|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-23 Wed 20:18:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255484, 7.885, 293, 506728, 728.244, 47|11|16|20|18|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-23 Wed 20:18:46, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255505, 6.032, 227, 393319, 728.244, 47|18|16|20|11|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-23 Wed 20:19:07, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255526, 19.235, 732, 1270872, 751.272, 20|11|37|18|2|, 20|11|2|18|18|11|37|11|11|37|2|11|2|20|20|20|37|20|18|11|20|18|2|18|37|18|18|18|18|37|18|20|20|20|11|20|11|37|20|11|20|2|11|20|37|2|18|18|37|20|
2014-04-23 Wed 20:19:28, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255547, 2.641, 107, 186768, 729.115, 9|47|18|20|11|, 20|11|9|18|18|11|9|11|11|9|20|11|9|20|20|47|9|20|18|11|20|18|9|18|11|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|9|11|20|9|9|18|47|9|20|
2014-04-23 Wed 20:19:48, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255568, 5.656, 219, 379926, 745.178, 20|18|11|16|32|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|32|16|20|18|11|20|18|16|18|11|32|18|18|18|16|18|20|32|32|11|20|18|16|20|11|20|16|11|20|16|16|18|32|16|20|
2014-04-23 Wed 20:20:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255588, 11.507, 456, 801106, 728.244, 18|47|11|16|20|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-23 Wed 20:20:30, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398255609, 21.256, 799, 1388976, 742.123, 20|11|25|18|16|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|25|16|20|18|11|20|18|16|18|11|25|18|18|18|16|18|20|25|25|11|20|18|16|20|11|20|16|11|20|16|16|18|25|16|20|
2014-04-24 Thu 10:28:47, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306507, 5.336, 234, 416906, 768.46, 21|1|2|37|17|, 17|1|2|21|21|1|37|1|1|37|2|1|2|2|17|17|37|17|21|1|17|21|2|21|37|21|21|21|17|37|21|17|17|21|1|17|1|37|17|1|17|2|1|17|37|2|21|21|37|17|
2014-04-24 Thu 10:29:08, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306527, 2.04, 82, 140585, 758.914, 18|9|1|41|20|, 20|1|41|18|18|1|9|1|1|9|41|1|9|20|20|20|9|20|18|1|20|18|41|18|9|18|18|18|18|9|18|20|20|20|1|20|1|9|20|1|20|41|1|20|9|41|18|18|9|20|
2014-04-24 Thu 10:29:27, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306548, 5.368, 222, 388635, 756.628, 16|18|20|41|11|, 20|11|41|18|18|11|16|11|11|16|41|11|16|20|20|20|16|20|18|11|20|18|41|18|16|18|18|18|18|16|18|20|20|20|11|20|11|16|20|11|20|41|11|20|16|41|18|18|16|20|
2014-04-24 Thu 10:29:47, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306567, 14.047, 534, 928930, 756.045, 9|11|41|20|4|, 20|11|41|4|4|11|9|11|11|9|41|11|9|20|20|20|9|20|4|11|20|4|41|4|9|4|4|4|20|9|4|20|20|4|11|20|11|9|20|11|20|41|11|20|9|41|4|4|9|20|
2014-04-24 Thu 10:30:07, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306587, 18.425, 767, 1362554, 763.021, 16|4|20|41|1|, 20|1|41|4|4|1|16|1|1|16|41|1|16|20|20|20|16|20|4|1|20|4|41|4|16|4|4|4|20|16|4|20|20|4|1|20|1|16|20|1|20|41|1|20|16|41|4|4|16|20|
2014-04-24 Thu 10:30:26, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306607, 17.911, 752, 1336329, 763.021, 1|4|16|20|41|, 20|1|41|4|4|1|16|1|1|16|41|1|16|20|20|20|16|20|4|1|20|4|41|4|16|4|4|4|20|16|4|20|20|4|1|20|1|16|20|1|20|41|1|20|16|41|4|4|16|20|
2014-04-24 Thu 10:30:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306626, 4.807, 228, 409038, 766.156, 17|41|16|11|4|, 17|11|41|4|4|11|16|11|11|16|41|11|16|17|17|17|16|17|4|11|17|4|41|4|16|4|4|4|17|16|4|17|17|4|11|17|11|16|17|11|17|41|11|17|16|41|4|4|16|17|
2014-04-24 Thu 10:31:05, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306645, 2.335, 88, 151714, 753.034, 20|4|37|11|2|, 20|11|2|4|4|11|37|11|11|37|2|11|2|20|20|20|37|20|4|11|20|4|2|4|37|4|4|4|20|37|4|20|20|4|11|20|11|37|20|11|20|2|11|20|37|2|4|4|37|20|
2014-04-24 Thu 10:31:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306665, 1.025, 45, 77690, 770.051, 41|18|1|17|16|, 17|1|41|18|18|1|16|1|1|16|41|1|16|17|17|17|16|17|18|1|17|18|41|18|16|18|18|18|18|16|18|17|17|17|1|17|1|16|17|1|17|41|1|17|16|41|18|18|16|17|
2014-04-24 Thu 10:31:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306685, 14.706, 587, 1025704, 763.946, 37|1|18|17|2|, 17|1|2|18|18|1|37|1|1|37|2|1|2|2|17|17|37|17|18|1|17|18|2|18|37|18|18|18|18|37|18|17|17|17|1|17|1|37|17|1|17|2|1|17|37|2|18|18|37|17|
2014-04-24 Thu 10:32:18, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306716, 19.74, 732, 1285760, 803.679, 11|25|17|9|36|, 17|11|9|36|25|11|9|11|11|9|17|11|9|17|17|17|9|17|36|11|17|25|9|36|11|25|36|36|17|9|36|17|25|25|11|17|36|9|17|11|17|9|11|17|9|9|25|25|9|17|
2014-04-24 Thu 10:32:40, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306738, 14.697, 520, 909471, 763.033, 21|36|16|20|11|, 20|11|16|36|21|11|16|11|11|16|20|11|16|20|20|21|16|20|21|11|20|21|16|36|11|21|36|36|21|16|21|20|21|21|11|20|36|16|20|11|20|16|11|20|16|16|21|21|16|20|
2014-04-24 Thu 10:33:03, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306760, 1.148, 45, 79152, 753.075, 47|9|11|27|20|, 20|11|9|27|27|11|9|11|11|9|20|11|9|20|20|47|9|20|27|11|20|27|9|27|11|47|27|27|27|9|27|20|47|47|11|20|27|9|20|11|20|9|11|20|9|9|27|47|9|20|
2014-04-24 Thu 10:33:24, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306783, 10.862, 395, 693215, 807.987, 20|11|21|47|37|, 20|11|37|21|21|11|37|11|11|37|37|11|37|20|20|47|37|20|21|11|20|21|37|21|37|47|21|21|21|37|21|20|47|47|11|20|11|37|20|11|20|20|11|20|37|37|21|47|37|20|
2014-04-24 Thu 10:33:46, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306804, 12.996, 467, 815089, 794.906, 11|36|37|21|20|, 20|11|37|36|21|11|37|11|11|37|37|11|37|20|20|21|37|20|21|11|20|21|37|36|37|21|36|36|21|37|21|20|21|21|11|20|36|37|20|11|20|20|11|20|37|37|21|21|37|20|
2014-04-24 Thu 10:34:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306826, 9.337, 335, 575230, 777.152, 9|11|20|21|47|, 20|11|9|21|21|11|9|11|11|9|9|11|9|20|20|47|9|20|21|11|20|21|9|21|9|47|21|21|21|9|21|20|47|47|11|20|11|9|20|11|20|20|11|20|9|9|21|47|9|20|
2014-04-24 Thu 10:34:31, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306849, 4.134, 153, 267594, 786.906, 11|17|9|21|36|, 17|11|9|36|21|11|9|11|11|9|17|11|9|17|17|17|9|17|21|11|17|21|9|36|11|21|36|36|21|9|21|17|17|21|11|17|36|9|17|11|17|9|11|17|9|9|21|21|9|17|
2014-04-24 Thu 10:34:53, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306871, 3.917, 153, 271218, 763.033, 20|16|11|36|21|, 20|11|16|36|21|11|16|11|11|16|20|11|16|20|20|21|16|20|21|11|20|21|16|36|11|21|36|36|21|16|21|20|21|21|11|20|36|16|20|11|20|16|11|20|16|16|21|21|16|20|
2014-04-24 Thu 10:35:14, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306893, 3.359, 147, 221208, 786.035, 16|21|17|36|11|, 17|11|16|36|21|11|16|11|11|16|17|11|16|17|17|17|16|17|21|11|17|21|16|36|11|21|36|36|21|16|21|17|17|21|11|17|36|16|17|11|17|16|11|17|16|16|21|21|16|17|
2014-04-24 Thu 10:35:37, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306914, 0.887, 29, 47875, 766.153, 27|20|32|11|9|, 20|11|9|27|27|11|9|11|11|9|9|11|9|20|20|32|9|20|27|11|20|27|9|27|9|32|27|27|32|9|27|20|32|32|11|20|27|9|20|11|20|20|11|20|9|9|27|32|9|20|
2014-04-24 Thu 10:36:08, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306947, 4.62, 180, 313726, 772.22, 41|9|17|1|21|, 17|1|41|21|21|1|9|1|1|9|41|1|9|17|17|17|9|17|21|1|17|21|41|21|9|21|21|21|17|9|21|17|17|21|1|17|1|9|17|1|17|41|1|17|9|41|21|21|9|17|
2014-04-24 Thu 10:36:29, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306968, 2.577, 102, 180012, 738.846, 1|16|18|47|20|, 20|1|16|18|18|1|16|1|1|16|20|1|16|20|20|47|16|20|18|1|20|18|16|18|1|47|18|18|18|16|18|20|47|47|1|20|18|16|20|1|20|16|1|20|16|16|18|47|16|20|
2014-04-24 Thu 10:36:49, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398306989, 17.175, 681, 1205681, 739.717, 20|9|47|1|18|, 20|1|9|18|18|1|9|1|1|9|20|1|9|20|20|47|9|20|18|1|20|18|9|18|1|47|18|18|18|9|18|20|47|47|1|20|18|9|20|1|20|9|1|20|9|9|18|47|9|20|
2014-04-24 Thu 10:37:10, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307009, 9.382, 366, 644796, 753.596, 9|1|25|18|20|, 20|1|9|18|18|1|9|1|1|9|20|1|9|20|20|25|9|20|18|1|20|18|9|18|1|25|18|18|18|9|18|20|25|25|1|20|18|9|20|1|20|9|1|20|9|9|18|25|9|20|
2014-04-24 Thu 10:37:31, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307030, 5.213, 201, 350086, 728.244, 11|18|16|47|20|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-24 Thu 10:37:51, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307051, 16.443, 648, 1139913, 738.846, 20|18|47|16|1|, 20|1|16|18|18|1|16|1|1|16|20|1|16|20|20|47|16|20|18|1|20|18|16|18|1|47|18|18|18|16|18|20|47|47|1|20|18|16|20|1|20|16|1|20|16|16|18|47|16|20|
2014-04-24 Thu 10:38:13, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307071, 14.095, 521, 911200, 728.244, 18|47|20|16|11|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-24 Thu 10:38:34, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307093, 20.985, 790, 1373805, 728.244, 11|20|18|16|47|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-24 Thu 10:38:54, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307114, 5.96, 243, 429341, 739.717, 20|1|47|9|18|, 20|1|9|18|18|1|9|1|1|9|20|1|9|20|20|47|9|20|18|1|20|18|9|18|1|47|18|18|18|9|18|20|47|47|1|20|18|9|20|1|20|9|1|20|9|9|18|47|9|20|
2014-04-24 Thu 10:39:14, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307134, 4.068, 158, 271487, 753.304, 18|16|1|25|43|, 43|1|16|18|18|1|16|1|1|16|43|1|16|43|43|25|16|43|18|1|43|18|16|18|1|25|18|18|18|16|18|43|25|25|1|43|18|16|43|1|43|16|1|43|16|16|18|25|16|43|
2014-04-24 Thu 10:41:51, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307289, 0.254, 8, 12279, 883.32, 1|14|24|37|5|, 14|1|1|1|1|5|37|37|24|37|1|1|5|5|14|5|14|37|24|37|24|1|37|5|24|24|37|5|24|5|1|1|24|24|37|24|5|37|37|5|24|5|14|24|5|1|37|24|24|37|
2014-04-24 Thu 10:42:13, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307311, 2.14, 81, 131490, 833.814, 37|25|43|27|31|, 25|31|31|31|31|27|25|37|25|37|31|31|27|27|25|37|25|37|43|27|27|31|37|37|43|25|37|27|43|37|31|31|43|43|37|43|27|37|25|27|43|27|25|43|27|43|27|25|25|37|
2014-04-24 Thu 10:42:36, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307333, 15.196, 534, 922734, 766.757, 32|21|19|25|15|, 25|21|32|21|21|15|25|19|25|15|21|21|19|21|25|15|25|15|32|19|19|21|19|15|32|25|15|19|32|15|21|21|32|32|19|32|15|19|25|15|32|15|25|32|19|32|19|25|25|15|
2014-04-24 Thu 10:42:58, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307356, 1.714, 59, 101018, 818.544, 32|31|8|46|26|, 32|31|31|31|31|46|8|26|8|26|31|31|46|46|8|26|8|26|32|46|46|31|46|46|32|8|26|46|32|26|31|31|32|32|8|32|46|46|26|26|32|46|8|32|46|32|46|8|8|46|
2014-04-24 Thu 10:43:20, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307378, 2.955, 107, 180432, 881.087, 27|25|37|1|48|, 48|1|1|1|1|27|25|37|25|37|1|1|27|27|25|37|25|37|48|27|27|1|37|37|48|25|37|27|48|37|1|1|48|48|37|48|27|37|25|27|48|27|25|48|27|1|27|25|48|37|
2014-04-24 Thu 10:43:42, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307400, 0.802, 30, 52013, 802.248, 22|15|1|35|42|, 42|1|35|1|1|15|42|22|42|15|1|1|22|1|42|15|42|15|35|22|22|1|22|15|35|42|15|22|35|15|1|1|35|35|22|35|15|22|42|15|35|15|42|35|22|35|22|42|35|22|
2014-04-24 Thu 10:44:04, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307422, 0.089, 4, 5073, 801.472, 36|30|25|43|37|, 25|30|43|30|43|36|25|37|25|37|30|30|36|30|25|36|25|37|43|37|37|30|37|36|43|25|37|37|43|36|30|30|43|43|37|43|36|37|25|36|43|36|25|43|36|43|37|25|25|37|
2014-04-24 Thu 10:44:26, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307444, 11.312, 398, 687581, 777.612, 25|35|15|27|30|, 25|30|35|30|35|15|25|27|25|15|30|30|27|30|25|15|25|15|35|27|27|30|27|15|35|25|15|27|35|15|30|30|35|35|27|35|15|27|25|15|35|15|25|35|27|35|27|25|25|27|
2014-04-24 Thu 10:44:48, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307466, 16.676, 607, 1055081, 840.741, 35|25|37|30|27|, 25|30|35|30|35|27|25|37|25|37|30|30|27|30|25|37|25|37|35|27|27|30|37|37|35|25|37|27|35|37|30|30|35|35|37|35|27|37|25|27|35|27|25|35|27|35|27|25|25|37|
2014-04-24 Thu 10:45:11, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 800, 992, 1398307488, 12.041, 423, 723957, 792.446, 30|15|27|47|35|, 47|30|35|30|35|15|47|27|47|15|30|30|27|30|47|15|47|15|35|27|27|30|27|15|35|47|15|27|35|15|30|30|35|35|27|35|15|27|47|15|35|15|47|35|27|35|27|47|47|27|
2014-04-24 Thu 11:02:06, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308502, 19.843, 665, 1151019, 814.892, 31|25|49|19|32|, 25|31|31|31|31|49|25|49|25|49|31|31|19|19|25|49|25|49|32|19|19|31|19|49|32|25|49|19|32|49|31|31|32|32|19|32|49|49|25|49|32|49|25|32|19|32|19|25|25|49|
2014-04-24 Thu 11:02:29, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308526, 11.715, 394, 666833, 835.653, 27|25|24|15|30|, 25|30|24|30|24|15|25|27|25|15|30|30|27|30|25|15|25|15|24|27|27|30|27|15|24|25|15|27|24|15|30|30|24|24|27|24|15|27|25|15|25|15|25|24|27|24|27|25|24|27|
2014-04-24 Thu 11:02:53, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308549, 2.89, 95, 159277, 790.263, 42|23|35|30|22|, 42|30|35|30|30|23|42|22|42|23|30|30|30|30|42|23|42|23|35|22|22|30|22|23|35|42|23|22|35|23|30|30|35|35|22|35|23|22|42|23|35|23|42|35|22|35|22|42|35|22|
2014-04-24 Thu 11:03:17, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308573, 4.803, 163, 280210, 774.468, 25|15|21|27|35|, 25|21|35|21|21|15|25|27|25|15|21|21|27|21|25|15|25|15|35|27|27|21|27|15|35|25|15|27|35|15|21|21|35|35|27|35|15|27|25|15|35|15|25|35|27|35|27|25|35|27|
2014-04-24 Thu 11:03:41, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308597, 2.603, 86, 148238, 825.812, 31|27|23|48|25|, 48|31|31|31|31|23|25|27|25|23|31|31|27|27|25|23|25|23|48|27|27|31|27|23|48|25|23|27|48|23|31|31|48|48|27|48|23|27|25|23|48|23|25|48|27|31|27|25|48|23|
2014-04-24 Thu 11:04:04, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308621, 14.726, 491, 839825, 774.468, 27|25|21|35|15|, 25|21|35|21|21|15|25|27|25|15|21|21|27|21|25|15|25|15|35|27|27|21|27|15|35|25|15|27|35|15|21|21|35|35|27|35|15|27|25|15|35|15|25|35|27|35|27|25|35|27|
2014-04-24 Thu 11:04:28, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308644, 3.211, 106, 180120, 783.463, 15|25|35|22|21|, 25|21|35|21|21|15|25|22|25|15|21|21|21|21|25|15|25|15|35|22|22|21|22|15|35|25|15|22|35|15|21|21|35|35|22|35|15|22|25|15|35|15|25|35|22|35|22|25|35|22|
2014-04-24 Thu 11:04:51, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31|D=24000), 800, 992, 1398308668, 13.68, 476, 824214, 808.981, 37|25|35|31|23|, 25|31|35|31|31|23|25|37|25|37|31|31|37|31|25|23|25|23|35|37|37|31|37|23|35|25|23|37|35|23|31|31|35|35|37|35|23|37|25|23|35|23|25|35|37|35|37|25|35|37|
