Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-04-17 Thu 10:37:59, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397702226, 3.668, 122, 214924, 835.313, 0|3|15|42|16|, 0|42|16|3|3|42|16|42|42|16|0|42|16|0|15|15|16|0|3|42|0|3|16|3|42|15|3|3|15|16|3|0|15|15|42|0|3|16|0|3|0|16|42|0|16|16|3|15|16|0|
2014-04-17 Thu 10:38:05, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397702226, 1.193, 42, 71311, 867.255, 30|17|39|0|44|, 0|39|44|30|30|39|44|39|39|44|44|39|44|0|17|17|44|17|30|39|17|30|44|30|39|30|39|30|17|44|30|0|17|17|39|17|30|44|17|39|0|44|39|0|44|44|30|30|17|0|
2014-04-18 Fri 22:18:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397830699, 4.575, 167, 297395, 804.765, 14|11|37|2|27|, 14|11|2|27|27|11|37|11|11|37|2|11|2|2|14|14|37|14|27|11|14|27|2|27|37|27|27|27|14|37|27|2|14|14|11|14|27|37|14|11|2|2|11|14|37|2|27|27|37|14|
2014-04-18 Fri 22:18:30, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397830699, 0.363, 13, 20835, 772.374, 43|16|25|3|11|, 43|11|16|3|3|11|16|11|11|16|16|11|16|43|43|25|16|43|3|11|43|25|16|3|16|25|3|3|3|16|3|43|25|25|11|43|3|16|43|11|43|43|11|43|16|16|25|25|16|43|
2014-04-18 Fri 22:18:36, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1397830699, 3.192, 112, 192617, 820.37, 22|15|4|11|43|, 43|11|22|4|4|11|22|11|11|22|22|11|22|43|15|15|22|43|4|11|43|4|22|4|11|15|4|4|4|22|4|43|15|15|11|43|4|22|43|11|43|22|11|43|22|22|4|15|43|43|
2014-04-21 Mon 09:38:20, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044294, 5.331, 187, 323285, 796.075, 15|16|27|11|17|, 17|11|16|27|27|11|16|11|11|16|17|11|16|17|17|15|16|17|27|11|17|27|16|27|11|15|27|27|17|16|27|17|15|15|11|17|27|16|17|11|17|16|11|17|16|16|27|15|16|17|
2014-04-21 Mon 09:42:35, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044549, 1.938, 84, 145030, 770.787, 17|16|4|41|1|, 17|1|41|4|4|1|16|1|1|16|41|1|16|17|17|17|16|17|4|1|17|4|41|4|16|4|4|4|17|16|4|17|17|4|1|17|1|16|17|1|17|41|1|17|16|41|4|4|16|17|
2014-04-21 Mon 09:42:40, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044549, 5.505, 198, 347665, 776.992, 1|20|22|9|18|, 20|1|22|18|18|1|9|1|1|9|22|1|9|20|20|20|9|20|18|1|20|18|22|18|9|18|18|18|18|9|18|20|20|20|1|20|1|9|20|1|20|22|1|20|9|22|18|18|9|20|
2014-04-21 Mon 09:42:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044549, 4.441, 175, 305758, 728.244, 16|18|47|20|11|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|47|16|20|18|11|20|18|16|18|11|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|16|11|20|16|16|18|47|16|20|
2014-04-21 Mon 09:42:51, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044549, 3.315, 124, 211926, 788.602, 41|17|9|21|8|, 17|8|41|21|21|9|9|8|8|9|41|8|9|17|17|17|9|17|21|8|17|21|41|21|9|21|21|21|17|9|21|17|17|21|8|17|8|9|17|8|17|41|8|17|9|41|21|21|9|17|
2014-04-21 Mon 09:42:56, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044549, 3.23, 125, 221078, 808.118, 11|44|20|37|21|, 20|11|44|21|21|11|44|11|11|37|44|11|44|20|20|20|37|20|21|11|20|21|44|21|37|21|21|21|20|37|21|20|20|21|11|20|11|37|20|11|20|44|11|20|44|44|21|21|37|20|
2014-04-21 Mon 09:43:02, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398044549, 3.544, 134, 234078, 785.039, 16|20|4|47|39|, 20|39|16|4|4|39|16|39|39|16|16|39|16|20|20|47|16|20|4|39|20|4|16|4|16|47|4|4|4|16|4|20|47|47|39|20|39|16|20|39|20|20|39|20|16|16|4|47|16|20|
2014-04-21 Mon 10:29:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 0.069, 3, 3488, 795.829, 0|18|29|1|2|, 0|1|2|18|18|1|29|1|1|29|2|1|2|0|0|0|29|0|18|1|0|18|2|18|29|18|18|18|18|29|18|0|0|0|1|0|1|29|0|1|0|2|1|0|29|2|18|18|29|0|
2014-04-21 Mon 10:29:50, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 4.863, 190, 321462, 779.247, 9|1|35|4|41|, 35|1|41|4|4|1|9|1|1|9|41|1|9|35|35|35|9|35|4|1|35|4|41|4|9|4|4|4|4|9|4|35|35|35|1|35|1|9|35|1|35|41|1|35|9|41|4|4|9|35|
2014-04-21 Mon 10:29:56, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 4.956, 179, 309804, 769.445, 4|36|9|11|43|, 43|11|9|36|4|11|9|11|11|9|9|11|9|43|43|4|9|43|4|11|43|4|9|36|9|4|36|36|4|9|4|43|4|4|11|43|36|9|43|11|43|43|11|43|9|9|4|4|9|43|
2014-04-21 Mon 10:30:01, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 2.176, 82, 142154, 780.041, 11|18|37|12|20|, 20|11|12|18|18|11|37|11|11|37|12|11|12|20|20|20|37|20|18|11|20|18|12|18|37|18|18|18|18|37|18|20|20|20|11|20|11|37|20|11|20|12|11|20|37|12|18|18|37|20|
2014-04-21 Mon 10:30:07, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 4.743, 175, 307351, 770.016, 11|21|17|10|37|, 17|11|10|21|21|11|37|11|11|37|10|11|10|17|17|17|37|17|21|11|17|21|10|21|37|21|21|21|17|37|21|17|17|21|11|17|11|37|17|11|17|10|11|17|37|10|21|21|37|17|
2014-04-21 Mon 10:30:12, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 5.074, 182, 319028, 767.893, 2|16|17|4|11|, 17|11|2|4|4|11|16|11|11|16|2|11|2|2|17|17|16|17|4|11|17|4|2|4|16|4|4|4|17|16|4|17|17|4|11|17|11|16|17|11|17|2|11|17|16|2|4|4|16|17|
2014-04-21 Mon 10:30:18, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 0.981, 37, 62480, 803.248, 8|20|15|9|30|, 20|8|9|30|30|9|9|8|8|9|9|8|9|20|20|15|9|20|30|8|20|30|9|30|9|15|30|30|15|9|30|20|15|15|8|20|30|9|20|8|20|20|8|20|9|9|30|15|9|20|
2014-04-21 Mon 10:30:23, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 4.546, 179, 310177, 766.526, 20|18|8|37|2|, 20|8|2|18|18|37|37|8|8|37|2|8|2|20|20|20|37|20|18|8|20|18|2|18|37|18|18|18|18|37|18|20|20|20|8|20|8|37|20|8|20|2|8|20|37|2|18|18|37|20|
2014-04-21 Mon 10:30:28, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 1.42, 52, 88236, 785.067, 23|8|20|9|21|, 20|8|9|23|21|9|9|8|8|9|9|8|9|20|20|21|9|20|21|8|20|21|9|23|9|21|23|23|21|9|23|20|21|21|8|20|23|9|20|8|20|20|8|20|9|9|21|21|9|20|
2014-04-21 Mon 10:30:34, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047379, 5.352, 197, 343196, 767.893, 11|4|17|16|2|, 17|11|2|4|4|11|16|11|11|16|2|11|2|2|17|17|16|17|4|11|17|4|2|4|16|4|4|4|17|16|4|17|17|4|11|17|11|16|17|11|17|2|11|17|16|2|4|4|16|17|
2014-04-21 Mon 10:34:19, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398047653, 2.138, 78, 133972, 799.164, 47|15|35|22|21|, 47|21|35|21|35|15|47|22|47|15|21|21|21|21|47|15|47|15|35|22|22|21|22|15|35|47|15|22|35|15|21|21|35|35|22|35|15|22|47|15|35|15|47|35|22|35|22|47|47|22|
2014-04-21 Mon 16:44:42, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398069363, 381.919, 147, 250424, 802.486, 31|37|25|5|32|, 25|31|31|31|31|5|25|37|25|37|31|31|5|5|25|5|25|37|32|37|37|31|37|5|32|25|37|37|32|5|31|31|32|32|37|32|5|37|25|5|32|5|25|32|5|32|37|25|25|37|
2014-04-21 Mon 16:53:29, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398069363, 452.42, 172, 296591, 815.184, 5|8|21|7|32|, 8|21|32|21|21|5|7|7|8|7|21|21|5|21|8|5|8|7|32|7|7|21|7|5|8|8|7|5|32|5|21|21|32|32|7|32|5|7|7|5|32|5|8|32|5|32|5|8|8|7|
2014-04-21 Mon 17:00:25, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398070819, 4.281, 144, 250062, 847.745, 7|31|16|23|35|, 16|31|35|31|31|23|7|7|7|23|31|31|23|31|16|23|16|23|35|7|7|31|7|23|35|7|23|7|35|23|31|31|35|35|7|35|23|7|7|23|35|23|16|35|7|35|7|7|35|23|
2014-04-21 Mon 17:00:31, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398070819, 3.354, 114, 196982, 786.801, 35|21|22|25|23|, 25|21|35|21|21|23|25|22|25|23|21|21|21|21|25|23|25|23|35|22|22|21|22|23|35|25|23|22|35|23|21|21|35|35|22|35|23|22|25|23|35|23|25|35|22|35|22|25|35|22|
2014-04-21 Mon 19:58:22, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398080988, 264.476, 106, 183884, 839.423, 29|7|8|32|21|, 32|21|32|21|21|7|8|7|8|7|21|21|21|21|8|29|8|29|32|7|7|21|7|29|8|8|29|7|32|29|21|21|32|32|7|32|29|7|7|29|32|29|8|32|7|32|7|8|8|7|
2014-04-21 Mon 20:34:36, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398083670, 4.079, 146, 255838, 808.337, 30|15|8|7|18|, 8|30|18|30|18|15|7|7|8|15|30|30|30|30|8|15|8|15|18|7|7|30|7|15|8|8|15|7|18|15|30|30|18|18|7|18|15|7|7|15|18|15|8|18|7|18|7|8|8|7|
2014-04-21 Mon 20:37:35, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398083849, 2.952, 101, 174642, 833.738, 6|43|37|5|30|, 6|30|43|30|30|5|6|37|6|6|30|30|5|30|6|5|6|6|43|37|37|30|37|5|43|6|37|37|43|5|30|30|43|43|37|43|5|37|6|5|43|5|6|43|5|43|37|6|43|37|
2014-04-21 Mon 20:37:40, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398083855, 3.144, 112, 191680, 823.778, 22|3|25|43|15|, 25|3|43|3|3|15|25|22|25|15|3|3|22|3|25|15|25|15|43|22|22|3|22|15|43|25|15|22|43|15|3|3|43|43|22|43|15|22|25|15|43|15|25|43|22|43|22|25|25|22|
2014-04-21 Mon 20:37:46, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398083860, 1.019, 36, 61884, 795.282, 22|15|30|8|32|, 8|30|32|30|30|15|22|22|8|15|30|30|30|30|8|15|8|15|32|22|22|30|22|15|8|8|15|22|32|15|30|30|32|32|22|32|15|22|8|15|32|15|8|32|22|32|22|8|8|22|
2014-04-21 Mon 21:33:27, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087201, 0.753, 25, 41193, 792.137, 46|25|35|31|15|, 25|31|35|31|31|15|25|46|25|15|31|31|46|31|25|15|25|15|35|46|46|31|46|15|35|25|15|46|35|15|31|31|35|35|46|35|15|46|25|15|35|15|25|35|46|35|46|25|35|46|
2014-04-21 Mon 21:33:32, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087207, 2.482, 89, 153132, 869.379, 29|24|25|46|31|, 25|31|24|31|31|46|25|46|25|29|31|31|46|31|25|29|25|29|24|46|24|31|46|29|24|25|29|46|24|29|31|31|24|24|46|24|46|46|25|29|24|29|25|24|46|31|46|25|24|46|
2014-04-21 Mon 21:33:38, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087212, 5.507, 195, 335044, 798.176, 46|29|25|35|30|, 25|30|35|30|35|46|25|46|25|29|30|30|30|30|25|29|25|29|35|46|46|30|46|46|35|25|29|46|35|29|30|30|35|35|46|35|46|46|25|29|35|46|25|35|46|35|46|25|25|46|
2014-04-21 Mon 21:33:44, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087218, 1.46, 50, 84872, 868.843, 24|26|42|30|49|, 42|30|24|30|30|49|42|49|42|26|30|30|30|30|42|26|42|26|24|49|24|30|49|49|24|42|26|49|42|26|30|30|24|24|49|24|49|49|42|26|24|49|42|24|49|24|49|24|24|49|
2014-04-21 Mon 21:33:50, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087224, 0.306, 11, 18110, 842.393, 35|31|34|23|6|, 6|31|35|31|31|23|6|34|6|6|31|31|23|31|6|23|6|23|35|34|34|31|34|23|35|6|23|34|35|23|31|31|35|35|34|35|23|34|6|23|35|23|6|35|34|35|34|6|35|34|
2014-04-21 Mon 21:33:55, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087230, 2.674, 92, 156688, 865.483, 31|48|43|19|49|, 48|31|31|31|31|49|49|49|48|49|31|31|19|19|48|49|48|49|43|19|19|31|49|49|48|48|49|19|48|49|31|31|43|43|19|43|49|19|49|49|43|49|48|43|19|43|19|48|48|49|
2014-04-21 Mon 21:34:01, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087235, 3.412, 116, 197927, 799.778, 30|35|15|37|47|, 47|30|35|30|35|15|47|37|47|37|30|30|30|30|47|15|47|15|35|37|37|30|37|15|35|47|15|37|35|15|30|30|35|35|37|35|15|37|47|15|35|15|47|35|37|35|37|47|47|37|
2014-04-21 Mon 21:34:07, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087241, 5.349, 190, 321316, 837.662, 5|6|43|46|31|, 6|31|31|31|31|5|6|46|6|6|31|31|46|5|6|5|6|6|43|46|46|31|46|5|43|6|6|46|43|5|31|31|43|43|46|43|5|46|6|5|43|5|6|43|46|43|46|6|43|46|
2014-04-21 Mon 21:34:13, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087247, 2.873, 101, 171550, 850.907, 26|31|47|18|49|, 47|31|18|31|31|49|47|49|47|26|31|31|31|31|47|26|47|26|18|49|49|31|49|49|18|47|26|49|18|26|31|31|18|18|49|18|49|49|26|26|18|49|47|18|49|18|49|47|47|49|
2014-04-21 Mon 21:34:19, ../Instances/pmedcap1(2).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087253, 3.017, 104, 176082, 898.499, 25|24|1|49|30|, 25|1|1|1|1|49|25|49|25|49|30|30|30|30|25|49|25|49|24|49|24|30|49|49|24|25|25|49|24|49|30|1|24|24|24|24|49|49|25|49|24|49|25|24|30|1|49|25|24|49|
2014-04-21 Mon 21:41:07, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087661, 4.394, 168, 292422, 787.686, 17|16|41|8|4|, 17|8|41|4|4|16|16|8|8|16|41|8|16|17|17|17|16|17|4|8|17|4|41|4|16|4|4|4|17|16|4|17|17|4|8|17|8|16|17|8|17|41|8|17|16|41|4|4|16|17|
2014-04-21 Mon 21:41:12, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087667, 4.706, 182, 317842, 775.772, 41|4|11|35|37|, 35|11|41|4|4|11|37|11|11|37|41|11|41|35|35|35|37|35|4|11|35|4|41|4|37|4|4|4|4|37|4|35|35|35|11|35|11|37|35|11|35|41|11|35|37|41|4|4|37|35|
2014-04-21 Mon 21:41:18, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087672, 4.075, 153, 265866, 763.075, 18|11|9|41|17|, 17|11|41|18|18|11|9|11|11|9|41|11|9|17|17|17|9|17|18|11|17|18|41|18|9|18|18|18|18|9|18|17|17|17|11|17|11|9|17|11|17|41|11|17|9|41|18|18|9|17|
2014-04-21 Mon 21:41:23, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087678, 3.665, 135, 231556, 779.71, 3|9|43|1|4|, 43|1|9|3|4|1|9|1|1|9|9|1|9|43|43|4|9|43|4|1|43|4|9|3|9|4|3|3|4|9|4|43|4|4|1|43|3|9|43|1|43|43|1|43|9|9|4|4|9|43|
2014-04-21 Mon 21:41:29, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087683, 4.369, 152, 261039, 770.693, 20|37|8|18|41|, 20|8|41|18|18|37|37|8|8|37|41|8|41|20|20|20|37|20|18|8|20|18|41|18|37|18|18|18|18|37|18|20|20|20|8|20|8|37|20|8|20|41|8|20|37|41|18|18|37|20|
2014-04-21 Mon 21:41:34, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087689, 2.09, 74, 125484, 796.694, 16|3|1|49|47|, 49|1|16|3|3|1|16|1|1|16|16|1|16|49|49|47|16|49|3|1|49|47|16|3|1|47|3|3|3|16|3|49|47|47|1|49|3|16|49|1|49|16|1|49|16|16|3|47|3|49|
2014-04-21 Mon 21:41:40, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087694, 3.93, 138, 242409, 777.428, 33|44|11|23|20|, 20|11|44|23|23|11|44|11|11|44|20|11|44|20|20|33|44|20|23|11|20|23|44|23|11|33|23|23|23|44|23|20|33|33|11|20|23|44|20|11|20|44|11|20|44|44|23|33|44|20|
2014-04-21 Mon 21:41:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087700, 2.656, 100, 181490, 792.024, 16|18|11|14|43|, 43|11|16|18|18|11|16|11|11|16|16|11|16|43|14|14|16|14|18|11|43|18|16|18|16|18|18|18|14|16|18|43|14|14|11|14|18|16|14|11|43|43|11|43|16|16|18|18|16|43|
2014-04-21 Mon 21:41:50, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087705, 5.08, 196, 341692, 765.072, 32|16|11|31|18|, 31|11|16|18|18|11|16|11|11|16|16|11|16|31|32|32|16|32|18|11|31|18|16|18|16|32|18|18|18|16|18|31|32|32|11|32|18|16|31|11|31|31|11|31|16|31|18|32|16|31|
2014-04-21 Mon 21:41:56, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocate(B=31), 200, 992, 1398087710, 1.575, 57, 97033, 765.507, 20|2|4|1|16|, 20|1|2|4|4|1|16|1|1|16|2|1|2|20|20|20|16|20|4|1|20|4|2|4|16|4|4|4|20|16|4|20|20|4|1|20|1|16|20|1|20|2|1|20|16|2|4|4|16|20|
